Begin Time - ss.msec	Begin Time - msec	End Time - ss.msec	End Time - msec	Duration - ss.msec	Duration - msec	*CXN	*OLF	*NOF	*TVF	*SIL	*CXF	*MAN	*CHN	*TVN	*FAF	*MAF	*CHF	*NON	*FAN	*OLN	
26284.24	26284240	26297.28	26297280	13.04	13040															
26298.21	26298210	26303.74	26303740	5.53	5530															
26304.57	26304570	26318.29	26318290	13.72	13720															
26319.09	26319090	26321.95	26321950	2.86	2860															
26322.77	26322770	26329.62	26329620	6.85	6850															
26330.44	26330440	26352.75	26352750	22.31	22310															
26353.55	26353550	26355.94	26355940	2.39	2390															
26356.74	26356740	26370.42	26370420	13.68	13680															
26376.35	26376350	26378.39	26378390	2.04	2040															
26379.35	26379350	26380.46	26380460	1.11	1110															
26381.27	26381270	26386.71	26386710	5.44	5440															
26387.51	26387510	26389.59	26389590	2.08	2080															
26390.57	26390570	26392.34	26392340	1.77	1770															
26393.32	26393320	26394.12	26394120	0.8	800															
26409.4	26409400	26410.4	26410400	1.0	1000															
26412.29	26412290	26413.13	26413130	0.84	840															
26418.38	26418380	26419.45	26419450	1.07	1070															
26424.98	26424980	26425.78	26425780	0.8	800															
26555.35	26555350	26556.16	26556160	0.81	810															
26560.19	26560190	26561.47	26561470	1.28	1280															
26568.09	26568090	26569.32	26569320	1.23	1230															
26570.83	26570830	26571.79	26571790	0.96	960															
26584.87	26584870	26585.81	26585810	0.94	940															
26587.81	26587810	26589.13	26589130	1.32	1320															
26591.23	26591230	26592.04	26592040	0.81	810															
26594.01	26594010	26595.2	26595200	1.19	1190															
26599.97	26599970	26600.77	26600770	0.8	800															
26608.86	26608860	26609.66	26609660	0.8	800															
26619.13	26619130	26620.07	26620070	0.94	940															
26625.02	26625020	26626.98	26626980	1.96	1960															
26629.42	26629420	26630.24	26630240	0.82	820															
26631.27	26631270	26632.43	26632430	1.16	1160															
26640.19	26640190	26641.0	26641000	0.81	810															
26645.6	26645600	26646.41	26646410	0.81	810															
26647.87	26647870	26650.25	26650250	2.38	2380															
26652.63	26652630	26654.77	26654770	2.14	2140															
26661.29	26661290	26662.1	26662100	0.81	810															
26665.65	26665650	26668.78	26668780	3.13	3130															
26669.58	26669580	26671.02	26671020	1.44	1440															
26681.33	26681330	26682.2	26682200	0.87	870															
26683.0	26683000	26683.87	26683870	0.87	870															
26688.37	26688370	26690.23	26690230	1.86	1860															
26691.05	26691050	26691.95	26691950	0.9	900															
26692.75	26692750	26693.61	26693610	0.86	860															
26710.65	26710650	26711.9	26711900	1.25	1250															
26724.94	26724940	26725.76	26725760	0.82	820															
26726.68	26726680	26727.64	26727640	0.96	960															
26734.49	26734490	26735.29	26735290	0.8	800															
26740.92	26740920	26742.03	26742030	1.11	1110															
26742.85	26742850	26743.69	26743690	0.84	840															
26744.53	26744530	26745.42	26745420	0.89	890															
26747.45	26747450	26748.69	26748690	1.24	1240															
26749.73	26749730	26751.04	26751040	1.31	1310															
26752.14	26752140	26752.96	26752960	0.82	820															
26780.09	26780090	26781.09	26781090	1.0	1000															
26783.99	26783990	26784.84	26784840	0.85	850															
26790.71	26790710	26791.52	26791520	0.81	810															
26797.09	26797090	26799.81	26799810	2.72	2720															
26813.6	26813600	26815.05	26815050	1.45	1450															
26815.88	26815880	26816.68	26816680	0.8	800															
26821.74	26821740	26822.58	26822580	0.84	840															
26826.08	26826080	26826.88	26826880	0.8	800															
26828.98	26828980	26829.82	26829820	0.84	840															
26839.11	26839110	26839.92	26839920	0.81	810															
26843.06	26843060	26844.07	26844070	1.01	1010															
26845.46	26845460	26846.33	26846330	0.87	870															
26847.13	26847130	26847.93	26847930	0.8	800															
26848.77	26848770	26849.57	26849570	0.8	800															
26853.77	26853770	26854.64	26854640	0.87	870															
26865.81	26865810	26866.61	26866610	0.8	800															
26869.16	26869160	26871.7	26871700	2.54	2540															
26876.6	26876600	26878.2	26878200	1.6	1600															
26890.59	26890590	26891.68	26891680	1.09	1090															
26908.42	26908420	26909.22	26909220	0.8	800															
26916.91	26916910	26917.82	26917820	0.91	910															
26920.02	26920020	26921.03	26921030	1.01	1010															
26924.86	26924860	26925.75	26925750	0.89	890															
26935.49	26935490	26936.32	26936320	0.83	830															
26953.36	26953360	26954.67	26954670	1.31	1310															
26956.49	26956490	26957.89	26957890	1.4	1400															
26959.8	26959800	26960.96	26960960	1.16	1160															
26975.36	26975360	26976.26	26976260	0.9	900															
26981.6	26981600	26982.42	26982420	0.82	820															
26983.4	26983400	26984.26	26984260	0.86	860															
26985.08	26985080	26986.18	26986180	1.1	1100															
26989.05	26989050	26990.04	26990040	0.99	990															
27022.46	27022460	27023.27	27023270	0.81	810															
27024.44	27024440	27025.29	27025290	0.85	850															
27028.04	27028040	27028.84	27028840	0.8	800															
27030.88	27030880	27031.76	27031760	0.88	880															
27033.04	27033040	27034.06	27034060	1.02	1020															
27048.44	27048440	27049.35	27049350	0.91	910															
27198.53	27198530	27199.65	27199650	1.12	1120															
27229.86	27229860	27230.66	27230660	0.8	800															
27281.93	27281930	27282.73	27282730	0.8	800															
27358.83	27358830	27359.73	27359730	0.9	900															
27466.17	27466170	27467.07	27467070	0.9	900															
27527.63	27527630	27528.76	27528760	1.13	1130															
27656.15	27656150	27656.95	27656950	0.8	800															
27692.2	27692200	27693.0	27693000	0.8	800															
27719.37	27719370	27721.23	27721230	1.86	1860															
27724.51	27724510	27725.39	27725390	0.88	880															
27728.53	27728530	27729.33	27729330	0.8	800															
27730.63	27730630	27731.5	27731500	0.87	870															
27743.97	27743970	27744.78	27744780	0.81	810															
27764.64	27764640	27765.45	27765450	0.81	810															
27767.71	27767710	27768.51	27768510	0.8	800															
27791.3	27791300	27792.37	27792370	1.07	1070															
27796.46	27796460	27798.36	27798360	1.9	1900															
27800.46	27800460	27801.26	27801260	0.8	800															
27809.53	27809530	27810.73	27810730	1.2	1200															
27847.29	27847290	27849.65	27849650	2.36	2360															
27850.57	27850570	27856.47	27856470	5.9	5900															
27859.77	27859770	27860.57	27860570	0.8	800															
27868.8	27868800	27871.06	27871060	2.26	2260															
27875.7	27875700	27876.64	27876640	0.94	940															
27878.5	27878500	27879.31	27879310	0.81	810															
27884.23	27884230	27885.23	27885230	1.0	1000															
27886.41	27886410	27887.45	27887450	1.04	1040															
27890.04	27890040	27890.85	27890850	0.81	810															
27898.08	27898080	27898.88	27898880	0.8	800															
27902.22	27902220	27903.02	27903020	0.8	800															
27915.11	27915110	27916.2	27916200	1.09	1090															
27920.64	27920640	27921.44	27921440	0.8	800															
27966.54	27966540	27967.37	27967370	0.83	830															
28182.82	28182820	28183.62	28183620	0.8	800															
28230.68	28230680	28231.98	28231980	1.3	1300															
28856.26	28856260	28857.06	28857060	0.8	800															
29093.1	29093100	29093.9	29093900	0.8	800															
29094.7	29094700	29095.62	29095620	0.92	920															
29098.04	29098040	29101.31	29101310	3.27	3270															
29284.23	29284230	29285.11	29285110	0.88	880															
29287.75	29287750	29288.55	29288550	0.8	800															
29304.31	29304310	29305.57	29305570	1.26	1260															
29311.4	29311400	29312.64	29312640	1.24	1240															
29313.45	29313450	29315.22	29315220	1.77	1770															
29318.15	29318150	29318.95	29318950	0.8	800															
29474.1	29474100	29475.12	29475120	1.02	1020															
29478.15	29478150	29478.96	29478960	0.81	810															
29483.29	29483290	29484.09	29484090	0.8	800															
29672.09	29672090	29672.89	29672890	0.8	800															
29725.4	29725400	29727.28	29727280	1.88	1880															
29835.09	29835090	29836.41	29836410	1.32	1320															
29838.7	29838700	29839.52	29839520	0.82	820															
29840.41	29840410	29841.45	29841450	1.04	1040															
29842.28	29842280	29844.69	29844690	2.41	2410															
29859.32	29859320	29863.12	29863120	3.8	3800															
29865.96	29865960	29866.84	29866840	0.88	880															
29873.0	29873000	29876.4	29876400	3.4	3400															
29877.22	29877220	29878.02	29878020	0.8	800															
29880.15	29880150	29881.3	29881300	1.15	1150															
29888.57	29888570	29889.37	29889370	0.8	800															
29931.52	29931520	29932.34	29932340	0.82	820															
29938.22	29938220	29939.02	29939020	0.8	800															
29994.31	29994310	29995.16	29995160	0.85	850															
30016.48	30016480	30019.01	30019010	2.53	2530															
30019.82	30019820	30020.74	30020740	0.92	920															
30106.67	30106670	30107.47	30107470	0.8	800															
30131.05	30131050	30131.85	30131850	0.8	800															
30280.71	30280710	30281.73	30281730	1.02	1020															
30438.69	30438690	30439.78	30439780	1.09	1090															
30440.6	30440600	30441.74	30441740	1.14	1140															
30457.97	30457970	30458.77	30458770	0.8	800															
30472.63	30472630	30473.43	30473430	0.8	800															
30511.99	30511990	30513.44	30513440	1.45	1450															
30533.39	30533390	30534.3	30534300	0.91	910															
30568.63	30568630	30569.43	30569430	0.8	800															
30577.03	30577030	30578.18	30578180	1.15	1150															
30579.47	30579470	30586.97	30586970	7.5	7500															
30587.77	30587770	30595.64	30595640	7.87	7870															
30599.21	30599210	30600.01	30600010	0.8	800															
30600.95	30600950	30601.78	30601780	0.83	830															
30603.65	30603650	30605.47	30605470	1.82	1820															
30612.5	30612500	30613.37	30613370	0.87	870															
30614.31	30614310	30616.35	30616350	2.04	2040															
30620.58	30620580	30622.85	30622850	2.27	2270															
30624.44	30624440	30627.99	30627990	3.55	3550															
30629.49	30629490	30631.75	30631750	2.26	2260															
30632.85	30632850	30641.49	30641490	8.64	8640															
30642.32	30642320	30645.63	30645630	3.31	3310															
30646.53	30646530	30647.33	30647330	0.8	800															
30650.06	30650060	30650.99	30650990	0.93	930															
30653.42	30653420	30654.54	30654540	1.12	1120															
30657.85	30657850	30660.32	30660320	2.47	2470															
30661.16	30661160	30662.16	30662160	1.0	1000															
30663.68	30663680	30668.96	30668960	5.28	5280															
30669.84	30669840	30672.65	30672650	2.81	2810															
30673.45	30673450	30689.45	30689450	16.0	16000															
30690.37	30690370	30691.17	30691170	0.8	800															
30699.59	30699590	30701.29	30701290	1.7	1700															
30701.89	30701890	30704.25	30704250	2.36	2360															
30706.32	30706320	30708.91	30708910	2.59	2590															
30709.71	30709710	30712.47	30712470	2.76	2760															
30713.44	30713440	30718.01	30718010	4.57	4570															
30720.47	30720470	30721.36	30721360	0.89	890															
30722.61	30722610	30723.45	30723450	0.84	840															
30732.5	30732500	30735.33	30735330	2.83	2830															
30737.71	30737710	30739.32	30739320	1.61	1610															
30740.19	30740190	30747.65	30747650	7.46	7460															
30748.54	30748540	30757.07	30757070	8.53	8530															
30765.04	30765040	30767.34	30767340	2.3	2300															
30768.14	30768140	30770.42	30770420	2.28	2280															
30771.99	30771990	30778.46	30778460	6.47	6470															
30779.26	30779260	30781.31	30781310	2.05	2050															
30782.11	30782110	30783.46	30783460	1.35	1350															
30786.84	30786840	30787.65	30787650	0.81	810															
30789.04	30789040	30789.94	30789940	0.9	900															
30792.23	30792230	30793.03	30793030	0.8	800															
30794.04	30794040	30795.01	30795010	0.97	970															
30795.82	30795820	30797.69	30797690	1.87	1870															
30798.5	30798500	30799.31	30799310	0.81	810															
30804.45	30804450	30805.32	30805320	0.87	870															
30815.23	30815230	30816.07	30816070	0.84	840															
30817.06	30817060	30824.05	30824050	6.99	6990															
30826.59	30826590	30832.72	30832720	6.13	6130															
30833.91	30833910	30841.97	30841970	8.06	8060															
30844.38	30844380	30845.97	30845970	1.59	1590															
30846.82	30846820	30850.42	30850420	3.6	3600															
30856.17	30856170	30856.97	30856970	0.8	800															
30858.7	30858700	30861.63	30861630	2.93	2930															
30862.88	30862880	30866.92	30866920	4.04	4040															
30868.0	30868000	30868.82	30868820	0.82	820															
30869.62	30869620	30871.56	30871560	1.94	1940															
30872.63	30872630	30873.44	30873440	0.81	810															
30879.89	30879890	30880.87	30880870	0.98	980															
30881.7	30881700	30882.56	30882560	0.86	860															
30886.61	30886610	30887.41	30887410	0.8	800															
30888.74	30888740	30890.53	30890530	1.79	1790															
30894.31	30894310	30897.88	30897880	3.57	3570															
30899.84	30899840	30901.29	30901290	1.45	1450															
30904.17	30904170	30905.76	30905760	1.59	1590															
30910.39	30910390	30911.7	30911700	1.31	1310															
30913.43	30913430	30914.23	30914230	0.8	800															
30916.04	30916040	30917.45	30917450	1.41	1410															
30918.25	30918250	30919.16	30919160	0.91	910															
30920.9	30920900	30921.79	30921790	0.89	890															
30922.77	30922770	30924.24	30924240	1.47	1470															
30935.5	30935500	30936.32	30936320	0.82	820															
30937.15	30937150	30939.25	30939250	2.1	2100															
30945.18	30945180	30945.99	30945990	0.81	810															
30946.79	30946790	30948.0	30948000	1.21	1210															
30948.96	30948960	30952.63	30952630	3.67	3670															
30953.6	30953600	30957.11	30957110	3.51	3510															
30957.94	30957940	30960.92	30960920	2.98	2980															
30964.88	30964880	30967.63	30967630	2.75	2750															
30970.55	30970550	30971.4	30971400	0.85	850															
30978.49	30978490	30979.29	30979290	0.8	800															
30983.21	30983210	30984.01	30984010	0.8	800															
30984.81	30984810	30992.45	30992450	7.64	7640															
30993.25	30993250	30994.05	30994050	0.8	800															
30994.86	30994860	30999.3	30999300	4.44	4440															
31000.11	31000110	31001.1	31001100	0.99	990															
31001.94	31001940	31005.41	31005410	3.47	3470															
31006.21	31006210	31007.58	31007580	1.37	1370															
31018.06	31018060	31019.15	31019150	1.09	1090															
31021.1	31021100	31022.04	31022040	0.94	940															
31023.2	31023200	31025.86	31025860	2.66	2660															
31026.86	31026860	31032.46	31032460	5.6	5600															
31033.27	31033270	31037.81	31037810	4.54	4540															
31039.18	31039180	31040.4	31040400	1.22	1220															
31059.08	31059080	31059.98	31059980	0.9	900															
31060.87	31060870	31061.98	31061980	1.11	1110															
31062.98	31062980	31063.79	31063790	0.81	810															
31064.6	31064600	31065.61	31065610	1.01	1010															
31066.62	31066620	31067.43	31067430	0.81	810															
31068.91	31068910	31070.73	31070730	1.82	1820															
31071.8	31071800	31074.57	31074570	2.77	2770															
31075.42	31075420	31078.08	31078080	2.66	2660															
31079.95	31079950	31080.99	31080990	1.04	1040															
31081.8	31081800	31082.88	31082880	1.08	1080															
31092.16	31092160	31093.4	31093400	1.24	1240															
31094.28	31094280	31096.29	31096290	2.01	2010															
31097.26	31097260	31098.38	31098380	1.12	1120															
31102.15	31102150	31103.58	31103580	1.43	1430															
31109.07	31109070	31113.05	31113050	3.98	3980															
31115.95	31115950	31121.03	31121030	5.08	5080															
31143.24	31143240	31145.42	31145420	2.18	2180															
31146.27	31146270	31147.63	31147630	1.36	1360															
31148.52	31148520	31151.5	31151500	2.98	2980															
31152.68	31152680	31154.6	31154600	1.92	1920															
31155.48	31155480	31156.93	31156930	1.45	1450															
31162.29	31162290	31168.6	31168600	6.31	6310															
31169.44	31169440	31177.24	31177240	7.8	7800															
31179.82	31179820	31180.63	31180630	0.81	810															
31182.34	31182340	31184.24	31184240	1.9	1900															
31189.52	31189520	31192.81	31192810	3.29	3290															
31193.61	31193610	31201.94	31201940	8.33	8330															
31202.78	31202780	31206.94	31206940	4.16	4160															
31211.38	31211380	31217.53	31217530	6.15	6150															
31226.51	31226510	31227.31	31227310	0.8	800															
31234.93	31234930	31236.02	31236020	1.09	1090															
31241.87	31241870	31243.02	31243020	1.15	1150															
31269.92	31269920	31271.44	31271440	1.52	1520															
31279.86	31279860	31280.88	31280880	1.02	1020															
31288.31	31288310	31289.34	31289340	1.03	1030															
31300.7	31300700	31301.51	31301510	0.81	810															
31302.49	31302490	31303.29	31303290	0.8	800															
31317.89	31317890	31319.25	31319250	1.36	1360															
31321.09	31321090	31322.29	31322290	1.2	1200															
31329.14	31329140	31331.74	31331740	2.6	2600															
31332.86	31332860	31336.77	31336770	3.91	3910															
31341.54	31341540	31342.53	31342530	0.99	990															
31345.94	31345940	31347.63	31347630	1.69	1690															
31350.86	31350860	31351.66	31351660	0.8	800															
31352.46	31352460	31353.26	31353260	0.8	800															
31354.37	31354370	31355.26	31355260	0.89	890															
31373.62	31373620	31374.45	31374450	0.83	830															
31376.31	31376310	31377.25	31377250	0.94	940															
31378.05	31378050	31378.85	31378850	0.8	800															
31380.55	31380550	31382.29	31382290	1.74	1740															
31384.14	31384140	31385.09	31385090	0.95	950															
31402.67	31402670	31405.85	31405850	3.18	3180															
31406.71	31406710	31407.66	31407660	0.95	950															
31408.55	31408550	31409.47	31409470	0.92	920															
31410.27	31410270	31411.13	31411130	0.86	860															
31411.93	31411930	31413.6	31413600	1.67	1670															
31415.79	31415790	31417.88	31417880	2.09	2090															
31419.49	31419490	31420.44	31420440	0.95	950															
31423.28	31423280	31424.53	31424530	1.25	1250															
31425.21	31425210	31426.66	31426660	1.45	1450															
31428.8	31428800	31430.25	31430250	1.45	1450															
31432.92	31432920	31433.85	31433850	0.93	930															
31435.2	31435200	31436.0	31436000	0.8	800															
31447.95	31447950	31449.21	31449210	1.26	1260															
31450.24	31450240	31451.08	31451080	0.84	840															
31451.88	31451880	31452.68	31452680	0.8	800															
31454.46	31454460	31455.91	31455910	1.45	1450															
31459.48	31459480	31460.32	31460320	0.84	840															
31461.13	31461130	31461.93	31461930	0.8	800															
31462.74	31462740	31463.58	31463580	0.84	840															
31481.72	31481720	31482.52	31482520	0.8	800															
31497.81	31497810	31498.63	31498630	0.82	820															
31515.96	31515960	31516.76	31516760	0.8	800															
31519.05	31519050	31519.85	31519850	0.8	800															
31520.73	31520730	31521.53	31521530	0.8	800															
31522.56	31522560	31523.45	31523450	0.89	890															
31529.9	31529900	31530.7	31530700	0.8	800															
31535.39	31535390	31536.19	31536190	0.8	800															
31537.11	31537110	31540.61	31540610	3.5	3500															
31546.31	31546310	31547.83	31547830	1.52	1520															
31672.72	31672720	31673.56	31673560	0.84	840															
31711.9	31711900	31713.94	31713940	2.04	2040															
31728.75	31728750	31729.58	31729580	0.83	830															
31734.34	31734340	31738.04	31738040	3.7	3700															
31738.84	31738840	31741.52	31741520	2.68	2680															
31743.09	31743090	31745.87	31745870	2.78	2780															
31752.96	31752960	31758.26	31758260	5.3	5300															
31761.89	31761890	31775.98	31775980	14.09	14090															
31783.06	31783060	31785.09	31785090	2.03	2030															
31786.28	31786280	31787.4	31787400	1.12	1120															
31790.9	31790900	31791.97	31791970	1.07	1070															
31795.36	31795360	31796.17	31796170	0.81	810															
31797.17	31797170	31800.55	31800550	3.38	3380															
31821.9	31821900	31824.18	31824180	2.28	2280															
31825.11	31825110	31830.39	31830390	5.28	5280															
31834.9	31834900	31835.98	31835980	1.08	1080															
31836.78	31836780	31850.82	31850820	14.04	14040															
31851.66	31851660	31852.86	31852860	1.2	1200															
31853.66	31853660	31858.57	31858570	4.91	4910															
31859.37	31859370	31863.3	31863300	3.93	3930															
31864.1	31864100	31870.61	31870610	6.51	6510															
31872.06	31872060	31872.94	31872940	0.88	880															
31874.11	31874110	31874.95	31874950	0.84	840															
31877.5	31877500	31879.17	31879170	1.67	1670															
31879.97	31879970	31882.26	31882260	2.29	2290															
31885.22	31885220	31893.73	31893730	8.51	8510															
31894.35	31894350	31896.25	31896250	1.9	1900															
31899.05	31899050	31901.63	31901630	2.58	2580															
31902.64	31902640	31903.83	31903830	1.19	1190															
31904.88	31904880	31905.91	31905910	1.03	1030															
31906.51	31906510	31908.13	31908130	1.62	1620															
31908.93	31908930	31910.46	31910460	1.53	1530															
31911.64	31911640	31912.91	31912910	1.27	1270															
31914.22	31914220	31917.84	31917840	3.62	3620															
31922.34	31922340	31926.48	31926480	4.14	4140															
31927.44	31927440	31936.44	31936440	9.0	9000															
31937.63	31937630	31938.43	31938430	0.8	800															
31943.25	31943250	31945.5	31945500	2.25	2250															
31946.31	31946310	31947.38	31947380	1.07	1070															
31947.98	31947980	31951.21	31951210	3.23	3230															
31952.01	31952010	31952.86	31952860	0.85	850															
31955.4	31955400	31962.38	31962380	6.98	6980															
31963.39	31963390	31964.51	31964510	1.12	1120															
31965.31	31965310	31966.11	31966110	0.8	800															
31966.91	31966910	31967.99	31967990	1.08	1080															
31969.15	31969150	31970.87	31970870	1.72	1720															
31971.67	31971670	31975.9	31975900	4.23	4230															
31976.7	31976700	31983.65	31983650	6.95	6950															
31984.49	31984490	31989.01	31989010	4.52	4520															
31990.98	31990980	31993.08	31993080	2.1	2100															
31994.7	31994700	32000.14	32000140	5.44	5440															
32021.04	32021040	32025.5	32025500	4.46	4460															
32026.37	32026370	32028.04	32028040	1.67	1670															
32028.84	32028840	32030.89	32030890	2.05	2050															
32034.4	32034400	32035.3	32035300	0.9	900															
32039.17	32039170	32041.06	32041060	1.89	1890															
32042.06	32042060	32044.35	32044350	2.29	2290															
32053.87	32053870	32058.87	32058870	5.0	5000															
32069.92	32069920	32071.0	32071000	1.08	1080															
32083.62	32083620	32084.94	32084940	1.32	1320															
32086.75	32086750	32087.62	32087620	0.87	870															
32092.59	32092590	32093.71	32093710	1.12	1120															
32094.95	32094950	32098.56	32098560	3.61	3610															
32116.08	32116080	32116.88	32116880	0.8	800															
32123.15	32123150	32124.29	32124290	1.14	1140															
32129.35	32129350	32130.15	32130150	0.8	800															
32147.64	32147640	32148.48	32148480	0.84	840															
32151.25	32151250	32152.08	32152080	0.83	830															
32153.09	32153090	32153.89	32153890	0.8	800															
32162.23	32162230	32165.44	32165440	3.21	3210															
32172.05	32172050	32172.85	32172850	0.8	800															
32173.85	32173850	32175.04	32175040	1.19	1190															
32176.12	32176120	32183.45	32183450	7.33	7330															
32185.23	32185230	32187.6	32187600	2.37	2370															
32190.14	32190140	32192.47	32192470	2.33	2330															
32194.96	32194960	32195.77	32195770	0.81	810															
32197.94	32197940	32200.51	32200510	2.57	2570															
32203.25	32203250	32204.05	32204050	0.8	800															
32204.87	32204870	32205.68	32205680	0.81	810															
32206.61	32206610	32211.83	32211830	5.22	5220															
32217.1	32217100	32217.9	32217900	0.8	800															
32230.6	32230600	32232.81	32232810	2.21	2210															
32235.89	32235890	32239.31	32239310	3.42	3420															
32279.05	32279050	32280.05	32280050	1.0	1000															
32281.14	32281140	32282.56	32282560	1.42	1420															
32285.79	32285790	32287.37	32287370	1.58	1580															
32299.41	32299410	32300.21	32300210	0.8	800															
32303.5	32303500	32304.34	32304340	0.84	840															
32311.5	32311500	32312.31	32312310	0.81	810															
32313.11	32313110	32313.91	32313910	0.8	800															
32317.31	32317310	32318.4	32318400	1.09	1090															
32327.12	32327120	32328.07	32328070	0.95	950															
32333.79	32333790	32334.59	32334590	0.8	800															
32346.18	32346180	32346.78	32346780	0.6	600															
32350.76	32350760	32351.82	32351820	1.06	1060															
32368.73	32368730	32370.06	32370060	1.33	1330															
32372.25	32372250	32372.87	32372870	0.62	620															
32379.5	32379500	32380.35	32380350	0.85	850															
32381.15	32381150	32382.52	32382520	1.37	1370															
32385.18	32385180	32386.81	32386810	1.63	1630															
32392.75	32392750	32397.11	32397110	4.36	4360															
32397.72	32397720	32399.09	32399090	1.37	1370															
32400.41	32400410	32401.26	32401260	0.85	850															
32410.34	32410340	32411.54	32411540	1.2	1200															
32412.34	32412340	32413.18	32413180	0.84	840															
32416.71	32416710	32418.07	32418070	1.36	1360															
32425.02	32425020	32426.21	32426210	1.19	1190															
32432.7	32432700	32433.51	32433510	0.81	810															
32445.58	32445580	32446.38	32446380	0.8	800															
32449.71	32449710	32451.25	32451250	1.54	1540															
32452.05	32452050	32452.86	32452860	0.81	810															
32454.83	32454830	32456.17	32456170	1.34	1340															
32458.57	32458570	32459.95	32459950	1.38	1380															
32460.75	32460750	32461.55	32461550	0.8	800															
32462.59	32462590	32463.54	32463540	0.95	950															
32464.34	32464340	32465.7	32465700	1.36	1360															
32466.5	32466500	32467.84	32467840	1.34	1340															
32482.94	32482940	32483.95	32483950	1.01	1010															
32492.99	32492990	32493.81	32493810	0.82	820															
32494.61	32494610	32495.49	32495490	0.88	880															
32505.81	32505810	32506.79	32506790	0.98	980															
32529.26	32529260	32530.06	32530060	0.8	800															
32535.05	32535050	32536.99	32536990	1.94	1940															
32542.17	32542170	32545.33	32545330	3.16	3160															
32546.49	32546490	32547.73	32547730	1.24	1240															
32554.26	32554260	32555.67	32555670	1.41	1410															
32556.5	32556500	32557.42	32557420	0.92	920															
32558.23	32558230	32560.0	32560000	1.77	1770															
32561.61	32561610	32562.93	32562930	1.32	1320															
32570.0	32570000	32571.19	32571190	1.19	1190															
32574.31	32574310	32576.87	32576870	2.56	2560															
32579.57	32579570	32585.27	32585270	5.7	5700															
32586.11	32586110	32588.18	32588180	2.07	2070															
32589.22	32589220	32591.55	32591550	2.33	2330															
32592.36	32592360	32596.06	32596060	3.7	3700															
32597.16	32597160	32601.85	32601850	4.69	4690															
32605.05	32605050	32608.91	32608910	3.86	3860															
32615.09	32615090	32616.17	32616170	1.08	1080															
32618.42	32618420	32619.86	32619860	1.44	1440															
32626.92	32626920	32628.39	32628390	1.47	1470															
32637.44	32637440	32638.9	32638900	1.46	1460															
32656.99	32656990	32658.71	32658710	1.72	1720															
32659.75	32659750	32660.56	32660560	0.81	810															
32662.24	32662240	32664.03	32664030	1.79	1790															
32668.85	32668850	32670.61	32670610	1.76	1760															
32675.31	32675310	32680.41	32680410	5.1	5100															
32681.21	32681210	32685.95	32685950	4.74	4740															
32686.75	32686750	32688.4	32688400	1.65	1650															
32695.52	32695520	32696.13	32696130	0.61	610															
32700.38	32700380	32701.18	32701180	0.8	800															
32710.48	32710480	32711.98	32711980	1.5	1500															
32722.42	32722420	32724.73	32724730	2.31	2310															
32745.28	32745280	32746.93	32746930	1.65	1650															
32780.12	32780120	32780.92	32780920	0.8	800															
32784.18	32784180	32785.59	32785590	1.41	1410															
32790.48	32790480	32791.82	32791820	1.34	1340															
32792.82	32792820	32794.89	32794890	2.07	2070															
32843.61	32843610	32844.57	32844570	0.96	960															
32849.81	32849810	32850.61	32850610	0.8	800															
32870.01	32870010	32872.85	32872850	2.84	2840															
32876.64	32876640	32877.74	32877740	1.1	1100															
32884.54	32884540	32891.08	32891080	6.54	6540															
32894.35	32894350	32895.34	32895340	0.99	990															
32898.43	32898430	32899.23	32899230	0.8	800															
32900.03	32900030	32901.18	32901180	1.15	1150															
32950.88	32950880	32951.85	32951850	0.97	970															
32957.79	32957790	32958.59	32958590	0.8	800															
32959.39	32959390	32960.6	32960600	1.21	1210															
32961.25	32961250	32962.05	32962050	0.8	800															
32963.09	32963090	32966.07	32966070	2.98	2980															
32967.02	32967020	32969.27	32969270	2.25	2250															
32974.6	32974600	32975.61	32975610	1.01	1010															
33002.8	33002800	33003.85	33003850	1.05	1050															
33021.83	33021830	33022.71	33022710	0.88	880															
33029.27	33029270	33031.31	33031310	2.04	2040															
33036.31	33036310	33037.26	33037260	0.95	950															
33038.14	33038140	33038.94	33038940	0.8	800															
33052.12	33052120	33054.01	33054010	1.89	1890															
33084.47	33084470	33085.68	33085680	1.21	1210															
33090.48	33090480	33091.54	33091540	1.06	1060															
33111.76	33111760	33112.93	33112930	1.17	1170															
33117.14	33117140	33118.27	33118270	1.13	1130															
33119.64	33119640	33120.89	33120890	1.25	1250															
33134.26	33134260	33135.15	33135150	0.89	890															
33141.01	33141010	33144.0	33144000	2.99	2990															
33144.6	33144600	33145.5	33145500	0.9	900															
33148.87	33148870	33150.76	33150760	1.89	1890															
33151.36	33151360	33153.61	33153610	2.25	2250															
33155.61	33155610	33156.72	33156720	1.11	1110															
33157.52	33157520	33158.82	33158820	1.3	1300															
33159.62	33159620	33160.5	33160500	0.88	880															
33162.46	33162460	33164.87	33164870	2.41	2410															
33165.47	33165470	33166.89	33166890	1.42	1420															
33167.73	33167730	33168.55	33168550	0.82	820															
33171.87	33171870	33174.7	33174700	2.83	2830															
33187.65	33187650	33188.46	33188460	0.81	810															
33193.98	33193980	33195.58	33195580	1.6	1600															
33196.56	33196560	33197.42	33197420	0.86	860															
33200.89	33200890	33202.24	33202240	1.35	1350															
33207.29	33207290	33209.1	33209100	1.81	1810															
33218.21	33218210	33219.29	33219290	1.08	1080															
33232.53	33232530	33233.33	33233330	0.8	800															
