Begin Time - ss.msec	Begin Time - msec	End Time - ss.msec	End Time - msec	Duration - ss.msec	Duration - msec	*CXN	*OLF	*NOF	*TVF	*SIL	*CXF	*MAN	*CHN	*FAF	*TVN	*MAF	*CHF	*NON	*FAN	*OLN	
15967.65	15967650	15968.53	15968530	0.88	880															
15968.53	15968530	15969.57	15969570	1.04	1040															
15969.57	15969570	15970.96	15970960	1.39	1390															
15970.96	15970960	15972.02	15972020	1.06	1060															
15972.02	15972020	15972.84	15972840	0.82	820															
15973.85	15973850	15974.72	15974720	0.87	870															
15977.26	15977260	15978.06	15978060	0.8	800															
15979.03	15979030	15979.88	15979880	0.85	850															
15981.55	15981550	15982.35	15982350	0.8	800															
15984.08	15984080	15984.9	15984900	0.82	820															
15985.76	15985760	15986.61	15986610	0.85	850															
15987.41	15987410	15988.21	15988210	0.8	800															
15988.21	15988210	15989.26	15989260	1.05	1050															
15989.26	15989260	15990.06	15990060	0.8	800															
15990.06	15990060	15991.11	15991110	1.05	1050															
15991.11	15991110	15992.13	15992130	1.02	1020															
15992.73	15992730	15994.12	15994120	1.39	1390															
15994.12	15994120	15995.12	15995120	1.0	1000															
15995.12	15995120	15996.11	15996110	0.99	990															
15996.11	15996110	15997.28	15997280	1.17	1170															
15997.28	15997280	15998.23	15998230	0.95	950															
16003.84	16003840	16004.64	16004640	0.8	800															
16007.89	16007890	16009.21	16009210	1.32	1320															
16011.77	16011770	16013.48	16013480	1.71	1710															
16014.91	16014910	16015.71	16015710	0.8	800															
16021.01	16021010	16021.88	16021880	0.87	870															
16022.88	16022880	16023.88	16023880	1.0	1000															
16023.88	16023880	16025.31	16025310	1.43	1430															
16025.91	16025910	16027.79	16027790	1.88	1880															
16030.49	16030490	16031.57	16031570	1.08	1080															
16032.37	16032370	16033.4	16033400	1.03	1030															
16034.0	16034000	16035.23	16035230	1.23	1230															
16038.57	16038570	16039.73	16039730	1.16	1160															
16040.73	16040730	16041.53	16041530	0.8	800															
16043.91	16043910	16044.89	16044890	0.98	980															
16053.4	16053400	16054.25	16054250	0.85	850															
16054.85	16054850	16055.86	16055860	1.01	1010															
16057.0	16057000	16057.86	16057860	0.86	860															
16058.68	16058680	16059.75	16059750	1.07	1070															
16059.75	16059750	16060.72	16060720	0.97	970															
16060.72	16060720	16067.52	16067520	6.8	6800															
16067.52	16067520	16068.34	16068340	0.82	820															
16068.34	16068340	16070.85	16070850	2.51	2510															
16075.89	16075890	16079.17	16079170	3.28	3280															
16079.17	16079170	16080.17	16080170	1.0	1000															
16081.6	16081600	16084.07	16084070	2.47	2470															
16084.87	16084870	16087.65	16087650	2.78	2780															
16087.65	16087650	16088.5	16088500	0.85	850															
16088.5	16088500	16089.5	16089500	1.0	1000															
16091.37	16091370	16092.62	16092620	1.25	1250															
16094.42	16094420	16095.65	16095650	1.23	1230															
16107.39	16107390	16109.41	16109410	2.02	2020															
16110.43	16110430	16111.23	16111230	0.8	800															
16132.67	16132670	16133.48	16133480	0.81	810															
16135.19	16135190	16136.23	16136230	1.04	1040															
16137.75	16137750	16138.55	16138550	0.8	800															
16141.98	16141980	16142.99	16142990	1.01	1010															
16149.67	16149670	16225.36	16225360	75.69	75690															
16225.96	16225960	16227.04	16227040	1.08	1080															
16227.84	16227840	16229.54	16229540	1.7	1700															
16229.54	16229540	16230.54	16230540	1.0	1000															
16234.69	16234690	16236.64	16236640	1.95	1950															
16361.65	16361650	16362.52	16362520	0.87	870															
16586.45	16586450	16587.25	16587250	0.8	800															
16589.27	16589270	16590.07	16590070	0.8	800															
16592.86	16592860	16593.9	16593900	1.04	1040															
16720.46	16720460	16721.26	16721260	0.8	800															
16822.26	16822260	16823.06	16823060	0.8	800															
16834.13	16834130	16834.93	16834930	0.8	800															
16918.07	16918070	16920.28	16920280	2.21	2210															
16922.88	16922880	16924.55	16924550	1.67	1670															
16925.86	16925860	16926.83	16926830	0.97	970															
16930.59	16930590	16931.6	16931600	1.01	1010															
16931.6	16931600	16932.41	16932410	0.81	810															
16934.31	16934310	16935.2	16935200	0.89	890															
16935.2	16935200	16936.27	16936270	1.07	1070															
16936.27	16936270	16937.32	16937320	1.05	1050															
16940.33	16940330	16941.25	16941250	0.92	920															
16941.25	16941250	16944.27	16944270	3.02	3020															
16944.27	16944270	16945.07	16945070	0.8	800															
16945.07	16945070	16946.41	16946410	1.34	1340															
16946.41	16946410	16947.98	16947980	1.57	1570															
16947.98	16947980	16953.82	16953820	5.84	5840															
16955.32	16955320	16956.32	16956320	1.0	1000															
16957.0	16957000	16958.61	16958610	1.61	1610															
16958.61	16958610	16959.41	16959410	0.8	800															
16959.41	16959410	16980.0	16980000	20.59	20590															
16980.6	16980600	16981.6	16981600	1.0	1000															
16981.6	16981600	16982.4	16982400	0.8	800															
16982.4	16982400	16985.85	16985850	3.45	3450															
16985.85	16985850	16986.65	16986650	0.8	800															
16986.65	16986650	16987.75	16987750	1.1	1100															
16987.75	16987750	16988.55	16988550	0.8	800															
16988.55	16988550	17007.22	17007220	18.67	18670															
17007.22	17007220	17014.07	17014070	6.85	6850															
17025.72	17025720	17032.37	17032370	6.65	6650															
17032.37	17032370	17037.74	17037740	5.37	5370															
17040.87	17040870	17042.02	17042020	1.15	1150															
17042.02	17042020	17049.83	17049830	7.81	7810															
17049.83	17049830	17050.65	17050650	0.82	820															
17050.65	17050650	17056.02	17056020	5.37	5370															
17056.02	17056020	17067.12	17067120	11.1	11100															
17067.12	17067120	17075.97	17075970	8.85	8850															
17075.97	17075970	17084.8	17084800	8.83	8830															
17084.8	17084800	17085.8	17085800	1.0	1000															
17086.6	17086600	17087.4	17087400	0.8	800															
17087.4	17087400	17091.26	17091260	3.86	3860															
17093.83	17093830	17095.09	17095090	1.26	1260															
17095.09	17095090	17166.74	17166740	71.65	71650															
17167.79	17167790	17176.5	17176500	8.71	8710															
17176.5	17176500	17177.39	17177390	0.89	890															
17180.29	17180290	17181.83	17181830	1.54	1540															
17187.39	17187390	17190.19	17190190	2.8	2800															
17190.19	17190190	17191.57	17191570	1.38	1380															
17191.57	17191570	17193.04	17193040	1.47	1470															
17194.04	17194040	17194.84	17194840	0.8	800															
17194.84	17194840	17195.86	17195860	1.02	1020															
17195.86	17195860	17197.24	17197240	1.38	1380															
17197.24	17197240	17203.36	17203360	6.12	6120															
17206.93	17206930	17207.74	17207740	0.81	810															
17209.91	17209910	17211.58	17211580	1.67	1670															
17211.58	17211580	17212.99	17212990	1.41	1410															
17232.2	17232200	17233.14	17233140	0.94	940															
17235.73	17235730	17236.77	17236770	1.04	1040															
17236.77	17236770	17237.77	17237770	1.0	1000															
17270.77	17270770	17271.57	17271570	0.8	800															
17274.54	17274540	17275.34	17275340	0.8	800															
17276.19	17276190	17278.56	17278560	2.37	2370															
17280.66	17280660	17281.51	17281510	0.85	850															
17282.31	17282310	17283.11	17283110	0.8	800															
17283.91	17283910	17284.71	17284710	0.8	800															
17290.56	17290560	17292.67	17292670	2.11	2110															
17294.34	17294340	17295.94	17295940	1.6	1600															
17296.74	17296740	17299.35	17299350	2.61	2610															
17299.35	17299350	17300.39	17300390	1.04	1040															
17303.27	17303270	17304.12	17304120	0.85	850															
17304.12	17304120	17305.12	17305120	1.0	1000															
17305.12	17305120	17306.24	17306240	1.12	1120															
17307.04	17307040	17308.4	17308400	1.36	1360															
17309.49	17309490	17310.29	17310290	0.8	800															
17310.29	17310290	17312.29	17312290	2.0	2000															
17312.29	17312290	17313.1	17313100	0.81	810															
17313.1	17313100	17314.11	17314110	1.01	1010															
17314.11	17314110	17314.92	17314920	0.81	810															
17315.89	17315890	17317.68	17317680	1.79	1790															
17318.28	17318280	17319.29	17319290	1.01	1010															
17320.37	17320370	17322.53	17322530	2.16	2160															
17322.53	17322530	17323.53	17323530	1.0	1000															
17323.53	17323530	17324.34	17324340	0.81	810															
17324.34	17324340	17325.34	17325340	1.0	1000															
17325.34	17325340	17326.14	17326140	0.8	800															
17326.14	17326140	17333.38	17333380	7.24	7240															
17334.63	17334630	17335.62	17335620	0.99	990															
17337.72	17337720	17338.71	17338710	0.99	990															
17338.71	17338710	17342.01	17342010	3.3	3300															
17342.01	17342010	17343.55	17343550	1.54	1540															
17345.06	17345060	17345.95	17345950	0.89	890															
17346.76	17346760	17422.67	17422670	75.91	75910															
17424.61	17424610	17426.41	17426410	1.8	1800															
17429.52	17429520	17430.4	17430400	0.88	880															
17430.4	17430400	17436.81	17436810	6.41	6410															
17436.81	17436810	17437.61	17437610	0.8	800															
17437.61	17437610	17445.46	17445460	7.85	7850															
17445.46	17445460	17446.28	17446280	0.82	820															
17446.28	17446280	17449.44	17449440	3.16	3160															
17449.44	17449440	17450.76	17450760	1.32	1320															
17450.76	17450760	17452.65	17452650	1.89	1890															
17452.65	17452650	17453.49	17453490	0.84	840															
17454.09	17454090	17454.89	17454890	0.8	800															
17454.89	17454890	17463.92	17463920	9.03	9030															
17464.72	17464720	17470.87	17470870	6.15	6150															
17470.87	17470870	17472.17	17472170	1.3	1300															
17472.17	17472170	17486.58	17486580	14.41	14410															
17486.58	17486580	17487.38	17487380	0.8	800															
17487.38	17487380	17492.29	17492290	4.91	4910															
17493.73	17493730	17570.99	17570990	77.26	77260															
17571.79	17571790	17573.09	17573090	1.3	1300															
17582.57	17582570	17583.76	17583760	1.19	1190															
17584.85	17584850	17585.86	17585860	1.01	1010															
17591.75	17591750	17593.18	17593180	1.43	1430															
17600.38	17600380	17601.23	17601230	0.85	850															
17603.61	17603610	17607.5	17607500	3.89	3890															
17608.3	17608300	17610.99	17610990	2.69	2690															
17611.79	17611790	17612.59	17612590	0.8	800															
17636.42	17636420	17638.53	17638530	2.11	2110															
17639.34	17639340	17640.25	17640250	0.91	910															
17648.02	17648020	17658.28	17658280	10.26	10260															
17659.08	17659080	17664.61	17664610	5.53	5530															
17670.51	17670510	17690.16	17690160	19.65	19650															
17691.14	17691140	17695.25	17695250	4.11	4110															
17696.25	17696250	17704.66	17704660	8.41	8410															
17705.69	17705690	17714.83	17714830	9.14	9140															
17715.83	17715830	17716.63	17716630	0.8	800															
17717.63	17717630	17719.87	17719870	2.24	2240															
17721.02	17721020	17723.69	17723690	2.67	2670															
17724.49	17724490	17730.7	17730700	6.21	6210															
17731.61	17731610	17732.41	17732410	0.8	800															
17733.69	17733690	17751.06	17751060	17.37	17370															
17752.06	17752060	17756.96	17756960	4.9	4900															
17758.8	17758800	17772.51	17772510	13.71	13710															
17773.53	17773530	17777.14	17777140	3.61	3610															
17778.19	17778190	17787.95	17787950	9.76	9760															
17788.75	17788750	17796.54	17796540	7.79	7790															
17797.34	17797340	17806.45	17806450	9.11	9110															
17807.45	17807450	17821.44	17821440	13.99	13990															
17822.92	17822920	17823.73	17823730	0.81	810															
17825.8	17825800	17826.63	17826630	0.83	830															
17831.5	17831500	17832.3	17832300	0.8	800															
17833.61	17833610	17835.54	17835540	1.93	1930															
17859.18	17859180	17860.02	17860020	0.84	840															
17876.47	17876470	17877.4	17877400	0.93	930															
17878.92	17878920	17879.74	17879740	0.82	820															
17897.09	17897090	17898.03	17898030	0.94	940															
17902.47	17902470	17903.27	17903270	0.8	800															
17917.84	17917840	17919.16	17919160	1.32	1320															
17923.44	17923440	17924.54	17924540	1.1	1100															
17933.31	17933310	17934.73	17934730	1.42	1420															
17935.73	17935730	17936.93	17936930	1.2	1200															
17949.15	17949150	17950.26	17950260	1.11	1110															
17952.71	17952710	17954.29	17954290	1.58	1580															
17964.87	17964870	17965.67	17965670	0.8	800															
17975.7	17975700	17976.5	17976500	0.8	800															
17991.15	17991150	17994.5	17994500	3.35	3350															
17994.5	17994500	17995.3	17995300	0.8	800															
17995.3	17995300	17997.27	17997270	1.97	1970															
17997.27	17997270	17998.96	17998960	1.69	1690															
18002.79	18002790	18004.54	18004540	1.75	1750															
18008.98	18008980	18009.79	18009790	0.81	810															
18010.69	18010690	18011.81	18011810	1.12	1120															
18013.72	18013720	18014.52	18014520	0.8	800															
18015.5	18015500	18017.69	18017690	2.19	2190															
18020.41	18020410	18021.22	18021220	0.81	810															
18024.63	18024630	18085.99	18085990	61.36	61360															
18087.6	18087600	18089.17	18089170	1.57	1570															
18090.26	18090260	18091.06	18091060	0.8	800															
18092.52	18092520	18093.4	18093400	0.88	880															
18099.13	18099130	18100.17	18100170	1.04	1040															
18103.92	18103920	18110.97	18110970	7.05	7050															
18124.58	18124580	18127.36	18127360	2.78	2780															
18127.36	18127360	18128.2	18128200	0.84	840															
18128.2	18128200	18140.77	18140770	12.57	12570															
18140.77	18140770	18141.57	18141570	0.8	800															
18141.57	18141570	18164.0	18164000	22.43	22430															
18164.0	18164000	18164.99	18164990	0.99	990															
18172.98	18172980	18181.02	18181020	8.04	8040															
18181.02	18181020	18187.27	18187270	6.25	6250															
18187.27	18187270	18192.11	18192110	4.84	4840															
18192.11	18192110	18192.93	18192930	0.82	820															
18205.06	18205060	18205.88	18205880	0.82	820															
18214.22	18214220	18222.67	18222670	8.45	8450															
18222.67	18222670	18230.32	18230320	7.65	7650															
18230.32	18230320	18236.57	18236570	6.25	6250															
18236.57	18236570	18244.83	18244830	8.26	8260															
18250.89	18250890	18251.73	18251730	0.84	840															
18254.5	18254500	18255.3	18255300	0.8	800															
18274.21	18274210	18275.03	18275030	0.82	820															
18275.03	18275030	18282.04	18282040	7.01	7010															
18282.04	18282040	18282.85	18282850	0.81	810															
18282.85	18282850	18287.53	18287530	4.68	4680															
18288.19	18288190	18289.19	18289190	1.0	1000															
18289.19	18289190	18290.17	18290170	0.98	980															
18291.34	18291340	18293.08	18293080	1.74	1740															
18293.08	18293080	18293.88	18293880	0.8	800															
18298.7	18298700	18393.41	18393410	94.71	94710															
18395.09	18395090	18395.89	18395890	0.8	800															
18400.91	18400910	18401.91	18401910	1.0	1000															
18424.71	18424710	18425.76	18425760	1.05	1050															
18426.6	18426600	18427.67	18427670	1.07	1070															
18458.25	18458250	18459.05	18459050	0.8	800															
18461.47	18461470	18462.44	18462440	0.97	970															
18463.26	18463260	18464.3	18464300	1.04	1040															
18475.28	18475280	18476.3	18476300	1.02	1020															
18484.14	18484140	18485.14	18485140	1.0	1000															
18485.14	18485140	18486.75	18486750	1.61	1610															
18486.75	18486750	18487.75	18487750	1.0	1000															
18487.75	18487750	18489.4	18489400	1.65	1650															
18490.91	18490910	18491.71	18491710	0.8	800															
18494.28	18494280	18495.28	18495280	1.0	1000															
18528.34	18528340	18529.4	18529400	1.06	1060															
18548.13	18548130	18550.2	18550200	2.07	2070															
18551.36	18551360	18552.16	18552160	0.8	800															
18553.92	18553920	18554.72	18554720	0.8	800															
18555.52	18555520	18556.47	18556470	0.95	950															
18559.49	18559490	18560.67	18560670	1.18	1180															
18569.88	18569880	18571.51	18571510	1.63	1630															
18572.5	18572500	18574.16	18574160	1.66	1660															
18575.64	18575640	18578.09	18578090	2.45	2450															
18580.08	18580080	18590.49	18590490	10.41	10410															
18592.17	18592170	18593.03	18593030	0.86	860															
18603.09	18603090	18604.49	18604490	1.4	1400															
18606.11	18606110	18607.1	18607100	0.99	990															
18607.91	18607910	18608.91	18608910	1.0	1000															
18614.16	18614160	18614.96	18614960	0.8	800															
18648.5	18648500	18650.78	18650780	2.28	2280															
18651.74	18651740	18652.54	18652540	0.8	800															
18656.77	18656770	18657.57	18657570	0.8	800															
18658.55	18658550	18659.87	18659870	1.32	1320															
18663.46	18663460	18665.83	18665830	2.37	2370															
18666.63	18666630	18667.73	18667730	1.1	1100															
18691.42	18691420	18692.23	18692230	0.81	810															
18696.55	18696550	18697.41	18697410	0.86	860															
18701.87	18701870	18702.77	18702770	0.9	900															
18703.37	18703370	18704.17	18704170	0.8	800															
18704.97	18704970	18705.93	18705930	0.96	960															
18781.95	18781950	18782.75	18782750	0.8	800															
18785.95	18785950	18788.45	18788450	2.5	2500															
18817.88	18817880	18818.82	18818820	0.94	940															
18824.69	18824690	18825.5	18825500	0.81	810															
18833.37	18833370	18834.74	18834740	1.37	1370															
18836.71	18836710	18837.83	18837830	1.12	1120															
18847.28	18847280	18848.21	18848210	0.93	930															
18855.63	18855630	18856.56	18856560	0.93	930															
18859.0	18859000	18861.38	18861380	2.38	2380															
18861.98	18861980	18865.15	18865150	3.17	3170															
18868.2	18868200	18869.38	18869380	1.18	1180															
18869.98	18869980	18874.02	18874020	4.04	4040															
18874.62	18874620	18876.47	18876470	1.85	1850															
18895.8	18895800	18896.6	18896600	0.8	800															
18978.11	18978110	18983.46	18983460	5.35	5350															
18984.46	18984460	18992.56	18992560	8.1	8100															
18993.36	18993360	18998.94	18998940	5.58	5580															
18999.96	18999960	19000.8	19000800	0.84	840															
19001.91	19001910	19002.71	19002710	0.8	800															
19003.71	19003710	19004.51	19004510	0.8	800															
19005.51	19005510	19010.6	19010600	5.09	5090															
19012.71	19012710	19014.22	19014220	1.51	1510															
19015.74	19015740	19018.25	19018250	2.51	2510															
19019.31	19019310	19020.13	19020130	0.82	820															
19022.28	19022280	19023.08	19023080	0.8	800															
19024.78	19024780	19025.98	19025980	1.2	1200															
19027.89	19027890	19029.6	19029600	1.71	1710															
19031.65	19031650	19032.45	19032450	0.8	800															
19033.66	19033660	19039.07	19039070	5.41	5410															
19040.07	19040070	19042.13	19042130	2.06	2060															
19057.07	19057070	19058.16	19058160	1.09	1090															
19061.91	19061910	19143.58	19143580	81.67	81670															
19144.66	19144660	19146.18	19146180	1.52	1520															
19147.56	19147560	19148.36	19148360	0.8	800															
19151.57	19151570	19153.66	19153660	2.09	2090															
19156.85	19156850	19158.27	19158270	1.42	1420															
19159.08	19159080	19163.26	19163260	4.18	4180															
19164.06	19164060	19165.06	19165060	1.0	1000															
19165.86	19165860	19167.96	19167960	2.1	2100															
19171.15	19171150	19171.95	19171950	0.8	800															
19171.95	19171950	19173.15	19173150	1.2	1200															
19174.01	19174010	19175.49	19175490	1.48	1480															
19175.49	19175490	19176.29	19176290	0.8	800															
19176.29	19176290	19181.62	19181620	5.33	5330															
19182.42	19182420	19185.95	19185950	3.53	3530															
19185.95	19185950	19187.74	19187740	1.79	1790															
19192.72	19192720	19194.19	19194190	1.47	1470															
19198.55	19198550	19199.79	19199790	1.24	1240															
19199.79	19199790	19203.14	19203140	3.35	3350															
19203.14	19203140	19204.33	19204330	1.19	1190															
19204.33	19204330	19206.02	19206020	1.69	1690															
19206.62	19206620	19207.42	19207420	0.8	800															
19208.22	19208220	19209.5	19209500	1.28	1280															
19214.18	19214180	19216.77	19216770	2.59	2590															
19218.71	19218710	19219.51	19219510	0.8	800															
19220.31	19220310	19222.99	19222990	2.68	2680															
19226.06	19226060	19226.99	19226990	0.93	930															
19227.8	19227800	19229.92	19229920	2.12	2120															
19232.16	19232160	19233.16	19233160	1.0	1000															
19234.58	19234580	19235.43	19235430	0.85	850															
19253.12	19253120	19254.35	19254350	1.23	1230															
19259.97	19259970	19260.95	19260950	0.98	980															
19286.82	19286820	19287.62	19287620	0.8	800															
19299.9	19299900	19300.9	19300900	1.0	1000															
19311.36	19311360	19313.86	19313860	2.5	2500															
19320.51	19320510	19321.72	19321720	1.21	1210															
19323.47	19323470	19324.78	19324780	1.31	1310															
19325.79	19325790	19327.8	19327800	2.01	2010															
19328.91	19328910	19329.72	19329720	0.81	810															
19333.94	19333940	19334.74	19334740	0.8	800															
19354.32	19354320	19355.42	19355420	1.1	1100															
19356.39	19356390	19357.89	19357890	1.5	1500															
19358.69	19358690	19359.69	19359690	1.0	1000															
19360.49	19360490	19361.75	19361750	1.26	1260															
19364.0	19364000	19364.8	19364800	0.8	800															
19368.06	19368060	19368.93	19368930	0.87	870															
19385.72	19385720	19386.88	19386880	1.16	1160															
19388.1	19388100	19388.9	19388900	0.8	800															
19389.81	19389810	19390.94	19390940	1.13	1130															
19392.06	19392060	19395.0	19395000	2.94	2940															
19401.57	19401570	19402.37	19402370	0.8	800															
19405.39	19405390	19406.49	19406490	1.1	1100															
19407.29	19407290	19408.09	19408090	0.8	800															
19408.09	19408090	19411.26	19411260	3.17	3170															
19414.59	19414590	19415.39	19415390	0.8	800															
19417.56	19417560	19422.69	19422690	5.13	5130															
19422.69	19422690	19423.7	19423700	1.01	1010															
19437.08	19437080	19437.89	19437890	0.81	810															
19443.87	19443870	19444.67	19444670	0.8	800															
19444.67	19444670	19445.67	19445670	1.0	1000															
19449.12	19449120	19449.92	19449920	0.8	800															
19449.92	19449920	19450.92	19450920	1.0	1000															
19450.92	19450920	19454.56	19454560	3.64	3640															
19455.45	19455450	19456.6	19456600	1.15	1150															
19456.6	19456600	19457.4	19457400	0.8	800															
19457.4	19457400	19458.56	19458560	1.16	1160															
19462.38	19462380	19463.24	19463240	0.86	860															
19464.34	19464340	19465.16	19465160	0.82	820															
19466.19	19466190	19467.05	19467050	0.86	860															
19468.29	19468290	19470.11	19470110	1.82	1820															
19471.28	19471280	19476.02	19476020	4.74	4740															
19476.02	19476020	19477.0	19477000	0.98	980															
19477.0	19477000	19478.0	19478000	1.0	1000															
19489.75	19489750	19490.6	19490600	0.85	850															
19491.45	19491450	19492.4	19492400	0.95	950															
19500.21	19500210	19503.03	19503030	2.82	2820															
19503.03	19503030	19504.07	19504070	1.04	1040															
19506.61	19506610	19507.41	19507410	0.8	800															
19510.59	19510590	19511.4	19511400	0.81	810															
19511.4	19511400	19512.43	19512430	1.03	1030															
19513.03	19513030	19514.06	19514060	1.03	1030															
19526.43	19526430	19527.34	19527340	0.91	910															
19527.34	19527340	19528.34	19528340	1.0	1000															
19566.94	19566940	19567.74	19567740	0.8	800															
19612.57	19612570	19613.37	19613370	0.8	800															
19615.32	19615320	19616.12	19616120	0.8	800															
19619.47	19619470	19620.28	19620280	0.81	810															
19621.98	19621980	19623.78	19623780	1.8	1800															
19626.31	19626310	19627.58	19627580	1.27	1270															
19640.61	19640610	19641.58	19641580	0.97	970															
19649.29	19649290	19652.95	19652950	3.66	3660															
19652.95	19652950	19657.62	19657620	4.67	4670															
19657.62	19657620	19659.19	19659190	1.57	1570															
19659.19	19659190	19662.25	19662250	3.06	3060															
19662.25	19662250	19663.47	19663470	1.22	1220															
19664.27	19664270	19665.55	19665550	1.28	1280															
19667.36	19667360	19668.47	19668470	1.11	1110															
19669.27	19669270	19670.4	19670400	1.13	1130															
19671.2	19671200	19672.27	19672270	1.07	1070															
19672.87	19672870	19673.67	19673670	0.8	800															
19676.38	19676380	19677.18	19677180	0.8	800															
19680.21	19680210	19681.69	19681690	1.48	1480															
19683.63	19683630	19684.43	19684430	0.8	800															
19685.93	19685930	19687.64	19687640	1.71	1710															
19687.64	19687640	19688.63	19688630	0.99	990															
19688.63	19688630	19690.37	19690370	1.74	1740															
19690.37	19690370	19691.42	19691420	1.05	1050															
19691.42	19691420	19692.85	19692850	1.43	1430															
19692.85	19692850	19693.7	19693700	0.85	850															
19693.7	19693700	19695.36	19695360	1.66	1660															
19695.36	19695360	19696.43	19696430	1.07	1070															
19696.43	19696430	19698.17	19698170	1.74	1740															
19699.09	19699090	19700.74	19700740	1.65	1650															
19703.02	19703020	19704.19	19704190	1.17	1170															
19704.19	19704190	19705.38	19705380	1.19	1190															
19709.13	19709130	19709.94	19709940	0.81	810															
19715.02	19715020	19716.04	19716040	1.02	1020															
19716.04	19716040	19717.88	19717880	1.84	1840															
19717.88	19717880	19718.89	19718890	1.01	1010															
19720.11	19720110	19721.13	19721130	1.02	1020															
19721.13	19721130	19721.93	19721930	0.8	800															
19730.96	19730960	19735.77	19735770	4.81	4810															
19737.27	19737270	19738.59	19738590	1.32	1320															
19738.59	19738590	19739.39	19739390	0.8	800															
19739.39	19739390	19741.94	19741940	2.55	2550															
19741.94	19741940	19743.84	19743840	1.9	1900															
19744.67	19744670	19746.49	19746490	1.82	1820															
19746.49	19746490	19747.29	19747290	0.8	800															
19748.09	19748090	19750.9	19750900	2.81	2810															
19750.9	19750900	19751.78	19751780	0.88	880															
19751.78	19751780	19755.14	19755140	3.36	3360															
19756.3	19756300	19757.66	19757660	1.36	1360															
19757.66	19757660	19758.47	19758470	0.81	810															
19758.47	19758470	19759.67	19759670	1.2	1200															
19759.67	19759670	19760.53	19760530	0.86	860															
19760.53	19760530	19764.33	19764330	3.8	3800															
19765.33	19765330	19766.35	19766350	1.02	1020															
19766.35	19766350	19768.27	19768270	1.92	1920															
19777.28	19777280	19779.25	19779250	1.97	1970															
19779.25	19779250	19780.94	19780940	1.69	1690															
19782.16	19782160	19782.99	19782990	0.83	830															
19785.19	19785190	19786.44	19786440	1.25	1250															
19787.33	19787330	19788.43	19788430	1.1	1100															
19788.43	19788430	19790.12	19790120	1.69	1690															
19790.12	19790120	19791.26	19791260	1.14	1140															
19791.26	19791260	19792.15	19792150	0.89	890															
19792.95	19792950	19794.72	19794720	1.77	1770															
19797.26	19797260	19798.66	19798660	1.4	1400															
19799.48	19799480	19800.48	19800480	1.0	1000															
19801.86	19801860	19803.21	19803210	1.35	1350															
19803.21	19803210	19805.1	19805100	1.89	1890															
19805.9	19805900	19806.76	19806760	0.86	860															
19807.41	19807410	19808.9	19808900	1.49	1490															
19810.59	19810590	19811.39	19811390	0.8	800															
19839.36	19839360	19840.16	19840160	0.8	800															
19851.69	19851690	19852.52	19852520	0.83	830															
19854.32	19854320	19855.45	19855450	1.13	1130															
19857.14	19857140	19858.07	19858070	0.93	930															
19904.69	19904690	19910.24	19910240	5.55	5550															
19911.31	19911310	19912.14	19912140	0.83	830															
19913.88	19913880	19915.72	19915720	1.84	1840															
19916.52	19916520	19925.01	19925010	8.49	8490															
19937.39	19937390	19969.6	19969600	32.21	32210															
19994.7	19994700	19995.98	19995980	1.28	1280															
19997.45	19997450	19998.47	19998470	1.02	1020															
19999.53	19999530	20010.24	20010240	10.71	10710															
20011.04	20011040	20016.59	20016590	5.55	5550															
20084.97	20084970	20085.77	20085770	0.8	800															
20093.95	20093950	20094.75	20094750	0.8	800															
20094.75	20094750	20095.86	20095860	1.11	1110															
20095.86	20095860	20097.08	20097080	1.22	1220															
20098.75	20098750	20099.85	20099850	1.1	1100															
20099.85	20099850	20106.08	20106080	6.23	6230															
20106.08	20106080	20106.98	20106980	0.9	900															
20106.98	20106980	20113.28	20113280	6.3	6300															
20113.28	20113280	20114.12	20114120	0.84	840															
20114.12	20114120	20116.39	20116390	2.27	2270															
20116.39	20116390	20117.32	20117320	0.93	930															
20118.14	20118140	20120.93	20120930	2.79	2790															
20120.93	20120930	20121.79	20121790	0.86	860															
20127.9	20127900	20134.83	20134830	6.93	6930															
20134.83	20134830	20141.58	20141580	6.75	6750															
20147.08	20147080	20147.88	20147880	0.8	800															
20148.71	20148710	20149.88	20149880	1.17	1170															
20151.39	20151390	20152.39	20152390	1.0	1000															
20152.39	20152390	20161.63	20161630	9.24	9240															
20161.63	20161630	20167.08	20167080	5.45	5450															
20170.81	20170810	20171.68	20171680	0.87	870															
20171.68	20171680	20172.68	20172680	1.0	1000															
20175.88	20175880	20176.74	20176740	0.86	860															
20177.67	20177670	20178.53	20178530	0.86	860															
20187.17	20187170	20188.34	20188340	1.17	1170															
20192.4	20192400	20193.2	20193200	0.8	800															
20203.13	20203130	20203.93	20203930	0.8	800															
20203.93	20203930	20205.86	20205860	1.93	1930															
20205.86	20205860	20207.21	20207210	1.35	1350															
20210.38	20210380	20217.62	20217620	7.24	7240															
20222.79	20222790	20225.27	20225270	2.48	2480															
20266.54	20266540	20283.88	20283880	17.34	17340															
20284.71	20284710	20290.5	20290500	5.79	5790															
20291.56	20291560	20293.48	20293480	1.92	1920															
20331.04	20331040	20331.96	20331960	0.92	920															
20334.02	20334020	20334.82	20334820	0.8	800															
20336.44	20336440	20343.21	20343210	6.77	6770															
20344.81	20344810	20347.04	20347040	2.23	2230															
20348.1	20348100	20348.91	20348910	0.81	810															
20351.84	20351840	20354.43	20354430	2.59	2590															
