Begin Time - ss.msec	Begin Time - msec	End Time - ss.msec	End Time - msec	Duration - ss.msec	Duration - msec	*CXN	*OLF	*NOF	*TVF	*SIL	*CXF	*MAN	*CHN	*FAF	*TVN	*MAF	*CHF	*NON	*FAN	*OLN	
7916.6	7916600	7917.53	7917530	0.93	930															
7920.5	7920500	7922.17	7922170	1.67	1670															
7923.0	7923000	7927.82	7927820	4.82	4820															
7928.64	7928640	7930.53	7930530	1.89	1890															
7931.86	7931860	7932.98	7932980	1.12	1120															
7937.99	7937990	7938.86	7938860	0.87	870															
7942.15	7942150	7944.33	7944330	2.18	2180															
7945.15	7945150	7946.6	7946600	1.45	1450															
7953.69	7953690	7955.85	7955850	2.16	2160															
7956.84	7956840	7960.52	7960520	3.68	3680															
7965.16	7965160	7966.33	7966330	1.17	1170															
7967.13	7967130	7968.09	7968090	0.96	960															
7969.21	7969210	7970.51	7970510	1.3	1300															
7999.93	7999930	8000.94	8000940	1.01	1010															
8019.97	8019970	8020.99	8020990	1.02	1020															
8036.87	8036870	8037.67	8037670	0.8	800															
8046.16	8046160	8046.98	8046980	0.82	820															
8063.02	8063020	8063.84	8063840	0.82	820															
8117.28	8117280	8118.7	8118700	1.42	1420															
8119.3	8119300	8120.1	8120100	0.8	800															
8125.7	8125700	8126.78	8126780	1.08	1080															
8127.78	8127780	8128.59	8128590	0.81	810															
8143.61	8143610	8144.41	8144410	0.8	800															
8146.21	8146210	8147.01	8147010	0.8	800															
8179.26	8179260	8181.58	8181580	2.32	2320															
8182.38	8182380	8185.69	8185690	3.31	3310															
8187.62	8187620	8189.51	8189510	1.89	1890															
8196.85	8196850	8198.22	8198220	1.37	1370															
8210.31	8210310	8211.11	8211110	0.8	800															
8229.82	8229820	8233.8	8233800	3.98	3980															
8234.6	8234600	8236.49	8236490	1.89	1890															
8237.29	8237290	8239.81	8239810	2.52	2520															
8243.47	8243470	8244.27	8244270	0.8	800															
8266.63	8266630	8267.53	8267530	0.9	900															
8272.4	8272400	8273.2	8273200	0.8	800															
8283.44	8283440	8284.66	8284660	1.22	1220															
8285.26	8285260	8286.83	8286830	1.57	1570															
8287.43	8287430	8289.15	8289150	1.72	1720															
8289.99	8289990	8291.52	8291520	1.53	1530															
8292.93	8292930	8296.3	8296300	3.37	3370															
8298.38	8298380	8299.18	8299180	0.8	800															
8300.18	8300180	8301.72	8301720	1.54	1540															
8302.52	8302520	8303.32	8303320	0.8	800															
8304.12	8304120	8305.03	8305030	0.91	910															
8305.94	8305940	8307.22	8307220	1.28	1280															
8311.56	8311560	8313.57	8313570	2.01	2010															
8314.53	8314530	8316.04	8316040	1.51	1510															
8348.89	8348890	8350.8	8350800	1.91	1910															
8472.99	8472990	8473.79	8473790	0.8	800															
8477.42	8477420	8478.22	8478220	0.8	800															
8495.59	8495590	8496.99	8496990	1.4	1400															
8497.83	8497830	8500.06	8500060	2.23	2230															
8500.86	8500860	8502.49	8502490	1.63	1630															
8503.29	8503290	8504.09	8504090	0.8	800															
8530.07	8530070	8530.87	8530870	0.8	800															
8531.69	8531690	8533.22	8533220	1.53	1530															
8534.03	8534030	8537.72	8537720	3.69	3690															
8539.96	8539960	8540.96	8540960	1.0	1000															
8541.76	8541760	8543.92	8543920	2.16	2160															
8546.92	8546920	8547.73	8547730	0.81	810															
8549.1	8549100	8551.19	8551190	2.09	2090															
8551.99	8551990	8554.58	8554580	2.59	2590															
8557.47	8557470	8559.78	8559780	2.31	2310															
8560.78	8560780	8564.06	8564060	3.28	3280															
8566.82	8566820	8569.08	8569080	2.26	2260															
8569.97	8569970	8576.08	8576080	6.11	6110															
8577.49	8577490	8578.64	8578640	1.15	1150															
8579.64	8579640	8583.05	8583050	3.41	3410															
8692.44	8692440	8693.25	8693250	0.81	810															
8694.25	8694250	8695.14	8695140	0.89	890															
8696.91	8696910	8699.54	8699540	2.63	2630															
8777.93	8777930	8779.12	8779120	1.19	1190															
8783.79	8783790	8784.59	8784590	0.8	800															
8785.39	8785390	8786.28	8786280	0.89	890															
8821.06	8821060	8822.36	8822360	1.3	1300															
8823.16	8823160	8826.92	8826920	3.76	3760															
8827.73	8827730	8830.2	8830200	2.47	2470															
8831.0	8831000	8834.8	8834800	3.8	3800															
8837.59	8837590	8838.46	8838460	0.87	870															
8843.39	8843390	8844.19	8844190	0.8	800															
8861.3	8861300	8862.12	8862120	0.82	820															
8865.51	8865510	8870.72	8870720	5.21	5210															
8872.8	8872800	8874.05	8874050	1.25	1250															
8880.82	8880820	8881.72	8881720	0.9	900															
8882.52	8882520	8883.62	8883620	1.1	1100															
8884.22	8884220	8885.03	8885030	0.81	810															
8891.03	8891030	8891.87	8891870	0.84	840															
8902.87	8902870	8903.67	8903670	0.8	800															
8947.29	8947290	8948.18	8948180	0.89	890															
8952.6	8952600	8954.92	8954920	2.32	2320															
8957.72	8957720	8958.65	8958650	0.93	930															
9042.82	9042820	9045.05	9045050	2.23	2230															
9069.39	9069390	9070.22	9070220	0.83	830															
9174.99	9174990	9175.7	9175700	0.71	710															
9246.51	9246510	9247.9	9247900	1.39	1390															
9250.97	9250970	9253.32	9253320	2.35	2350															
9254.12	9254120	9254.98	9254980	0.86	860															
9255.78	9255780	9259.54	9259540	3.76	3760															
9260.54	9260540	9262.28	9262280	1.74	1740															
9262.88	9262880	9265.58	9265580	2.7	2700															
9282.25	9282250	9284.36	9284360	2.11	2110															
9285.33	9285330	9286.49	9286490	1.16	1160															
9292.86	9292860	9293.71	9293710	0.85	850															
9306.62	9306620	9307.81	9307810	1.19	1190															
9312.61	9312610	9313.58	9313580	0.97	970															
9416.07	9416070	9416.67	9416670	0.6	600															
9672.06	9672060	9674.5	9674500	2.44	2440															
9683.13	9683130	9683.93	9683930	0.8	800															
9735.98	9735980	9737.08	9737080	1.1	1100															
9775.4	9775400	9776.0	9776000	0.6	600															
9849.67	9849670	9851.1	9851100	1.43	1430															
9851.9	9851900	9852.7	9852700	0.8	800															
9862.03	9862030	9862.84	9862840	0.81	810															
9864.57	9864570	9865.47	9865470	0.9	900															
10054.99	10054990	10058.78	10058780	3.79	3790															
10141.41	10141410	10142.21	10142210	0.8	800															
10233.4	10233400	10234.68	10234680	1.28	1280															
10280.26	10280260	10283.1	10283100	2.84	2840															
10325.9	10325900	10326.91	10326910	1.01	1010															
10329.32	10329320	10330.12	10330120	0.8	800															
10357.83	10357830	10360.43	10360430	2.6	2600															
10377.39	10377390	10378.52	10378520	1.13	1130															
10383.33	10383330	10384.13	10384130	0.8	800															
10479.57	10479570	10480.43	10480430	0.86	860															
10581.34	10581340	10582.75	10582750	1.41	1410															
10603.62	10603620	10605.2	10605200	1.58	1580															
10606.01	10606010	10608.95	10608950	2.94	2940															
10610.38	10610380	10612.67	10612670	2.29	2290															
10614.43	10614430	10615.23	10615230	0.8	800															
10621.48	10621480	10622.28	10622280	0.8	800															
10622.89	10622890	10623.69	10623690	0.8	800															
10656.3	10656300	10657.1	10657100	0.8	800															
10673.3	10673300	10675.49	10675490	2.19	2190															
10676.3	10676300	10677.1	10677100	0.8	800															
10690.19	10690190	10690.99	10690990	0.8	800															
10698.46	10698460	10699.47	10699470	1.01	1010															
10704.85	10704850	10705.65	10705650	0.8	800															
10789.26	10789260	10790.86	10790860	1.6	1600															
10791.66	10791660	10793.75	10793750	2.09	2090															
10795.48	10795480	10798.03	10798030	2.55	2550															
10800.18	10800180	10801.69	10801690	1.51	1510															
10802.93	10802930	10803.79	10803790	0.86	860															
10804.69	10804690	10806.04	10806040	1.35	1350															
10806.84	10806840	10808.17	10808170	1.33	1330															
10808.97	10808970	10809.93	10809930	0.96	960															
10830.15	10830150	10835.79	10835790	5.64	5640															
10836.6	10836600	10838.67	10838670	2.07	2070															
10839.47	10839470	10845.02	10845020	5.55	5550															
10845.62	10845620	10846.51	10846510	0.89	890															
10860.2	10860200	10861.97	10861970	1.77	1770															
10873.11	10873110	10873.95	10873950	0.84	840															
10874.55	10874550	10876.33	10876330	1.78	1780															
10878.35	10878350	10881.21	10881210	2.86	2860															
10898.4	10898400	10899.2	10899200	0.8	800															
10928.49	10928490	10929.89	10929890	1.4	1400															
10938.42	10938420	10939.54	10939540	1.12	1120															
10943.82	10943820	10944.68	10944680	0.86	860															
10957.4	10957400	10958.69	10958690	1.29	1290															
10964.23	10964230	10965.14	10965140	0.91	910															
10976.23	10976230	10978.21	10978210	1.98	1980															
10979.31	10979310	10986.03	10986030	6.72	6720															
10988.7	10988700	10990.44	10990440	1.74	1740															
10993.04	10993040	10995.38	10995380	2.34	2340															
10996.18	10996180	10998.09	10998090	1.91	1910															
10999.85	10999850	11001.53	11001530	1.68	1680															
11039.31	11039310	11040.21	11040210	0.9	900															
11041.59	11041590	11042.4	11042400	0.81	810															
11045.3	11045300	11046.46	11046460	1.16	1160															
11047.53	11047530	11048.73	11048730	1.2	1200															
11051.43	11051430	11052.03	11052030	0.6	600															
11053.51	11053510	11054.37	11054370	0.86	860															
11055.3	11055300	11056.35	11056350	1.05	1050															
11111.67	11111670	11112.47	11112470	0.8	800															
11199.29	11199290	11200.09	11200090	0.8	800															
11200.89	11200890	11201.74	11201740	0.85	850															
11209.02	11209020	11210.2	11210200	1.18	1180															
11211.14	11211140	11215.82	11215820	4.68	4680															
11218.32	11218320	11219.34	11219340	1.02	1020															
11248.72	11248720	11249.57	11249570	0.85	850															
11263.05	11263050	11263.85	11263850	0.8	800															
11265.45	11265450	11266.69	11266690	1.24	1240															
11272.42	11272420	11273.99	11273990	1.57	1570															
11275.02	11275020	11275.82	11275820	0.8	800															
11276.63	11276630	11279.92	11279920	3.29	3290															
11282.63	11282630	11284.35	11284350	1.72	1720															
11326.18	11326180	11326.98	11326980	0.8	800															
11375.02	11375020	11376.51	11376510	1.49	1490															
11377.32	11377320	11379.9	11379900	2.58	2580															
11393.99	11393990	11406.61	11406610	12.62	12620															
11407.92	11407920	11412.29	11412290	4.37	4370															
11413.21	11413210	11414.81	11414810	1.6	1600															
11423.96	11423960	11424.76	11424760	0.8	800															
11430.53	11430530	11431.33	11431330	0.8	800															
11446.08	11446080	11446.88	11446880	0.8	800															
11448.1	11448100	11448.91	11448910	0.81	810															
11461.66	11461660	11462.46	11462460	0.8	800															
11471.95	11471950	11472.79	11472790	0.84	840															
11473.59	11473590	11474.77	11474770	1.18	1180															
11475.73	11475730	11476.9	11476900	1.17	1170															
11497.35	11497350	11498.25	11498250	0.9	900															
11501.17	11501170	11501.97	11501970	0.8	800															
11561.53	11561530	11562.33	11562330	0.8	800															
11585.69	11585690	11587.29	11587290	1.6	1600															
11600.09	11600090	11601.78	11601780	1.69	1690															
11604.27	11604270	11605.24	11605240	0.97	970															
11611.58	11611580	11612.39	11612390	0.81	810															
11614.01	11614010	11614.93	11614930	0.92	920															
11617.17	11617170	11618.28	11618280	1.11	1110															
11624.57	11624570	11625.37	11625370	0.8	800															
11665.3	11665300	11666.2	11666200	0.9	900															
11676.58	11676580	11677.38	11677380	0.8	800															
11690.9	11690900	11691.88	11691880	0.98	980															
11695.51	11695510	11701.9	11701900	6.39	6390															
11702.7	11702700	11705.6	11705600	2.9	2900															
11707.94	11707940	11708.89	11708890	0.95	950															
11711.52	11711520	11712.97	11712970	1.45	1450															
11713.78	11713780	11714.58	11714580	0.8	800															
11717.76	11717760	11719.14	11719140	1.38	1380															
11720.33	11720330	11721.14	11721140	0.81	810															
11724.15	11724150	11724.96	11724960	0.81	810															
11726.82	11726820	11728.19	11728190	1.37	1370															
11729.24	11729240	11730.28	11730280	1.04	1040															
11737.42	11737420	11738.22	11738220	0.8	800															
11748.85	11748850	11749.94	11749940	1.09	1090															
11752.25	11752250	11753.15	11753150	0.9	900															
11757.84	11757840	11758.69	11758690	0.85	850															
11772.21	11772210	11773.01	11773010	0.8	800															
11780.81	11780810	11783.53	11783530	2.72	2720															
11785.23	11785230	11786.78	11786780	1.55	1550															
11787.58	11787580	11789.21	11789210	1.63	1630															
11790.87	11790870	11791.67	11791670	0.8	800															
11798.08	11798080	11800.66	11800660	2.58	2580															
11801.5	11801500	11802.3	11802300	0.8	800															
11805.39	11805390	11806.59	11806590	1.2	1200															
11807.48	11807480	11808.28	11808280	0.8	800															
11809.08	11809080	11813.24	11813240	4.16	4160															
11814.09	11814090	11816.37	11816370	2.28	2280															
11817.37	11817370	11818.17	11818170	0.8	800															
11819.3	11819300	11820.11	11820110	0.81	810															
11846.37	11846370	11847.25	11847250	0.88	880															
11883.3	11883300	11884.6	11884600	1.3	1300															
11904.06	11904060	11906.16	11906160	2.1	2100															
11908.3	11908300	11909.1	11909100	0.8	800															
11942.02	11942020	11942.82	11942820	0.8	800															
11943.62	11943620	11945.17	11945170	1.55	1550															
11975.61	11975610	11976.65	11976650	1.04	1040															
11978.34	11978340	11979.48	11979480	1.14	1140															
11980.28	11980280	11984.58	11984580	4.3	4300															
11992.14	11992140	11992.96	11992960	0.82	820															
12003.54	12003540	12004.9	12004900	1.36	1360															
12006.97	12006970	12008.74	12008740	1.77	1770															
12016.61	12016610	12018.53	12018530	1.92	1920															
12023.87	12023870	12024.68	12024680	0.81	810															
12025.28	12025280	12027.51	12027510	2.23	2230															
12064.32	12064320	12065.12	12065120	0.8	800															
12065.92	12065920	12067.83	12067830	1.91	1910															
12070.53	12070530	12072.64	12072640	2.11	2110															
12075.27	12075270	12076.86	12076860	1.59	1590															
12078.6	12078600	12085.63	12085630	7.03	7030															
12086.63	12086630	12088.47	12088470	1.84	1840															
12089.07	12089070	12090.68	12090680	1.61	1610															
12092.21	12092210	12093.01	12093010	0.8	800															
12101.34	12101340	12103.21	12103210	1.87	1870															
12105.96	12105960	12106.86	12106860	0.9	900															
12109.64	12109640	12110.44	12110440	0.8	800															
12133.18	12133180	12134.24	12134240	1.06	1060															
12171.72	12171720	12173.05	12173050	1.33	1330															
12176.03	12176030	12179.7	12179700	3.67	3670															
12182.74	12182740	12183.69	12183690	0.95	950															
12184.75	12184750	12185.79	12185790	1.04	1040															
12186.94	12186940	12188.26	12188260	1.32	1320															
12189.26	12189260	12190.68	12190680	1.42	1420															
12242.33	12242330	12243.13	12243130	0.8	800															
12268.73	12268730	12270.17	12270170	1.44	1440															
12285.77	12285770	12286.6	12286600	0.83	830															
12287.65	12287650	12288.84	12288840	1.19	1190															
12290.88	12290880	12291.74	12291740	0.86	860															
12295.14	12295140	12296.33	12296330	1.19	1190															
12320.24	12320240	12321.3	12321300	1.06	1060															
12334.73	12334730	12336.08	12336080	1.35	1350															
12352.38	12352380	12357.0	12357000	4.62	4620															
12367.94	12367940	12372.79	12372790	4.85	4850															
12378.33	12378330	12379.95	12379950	1.62	1620															
12399.03	12399030	12399.83	12399830	0.8	800															
12401.41	12401410	12404.5	12404500	3.09	3090															
12450.43	12450430	12452.16	12452160	1.73	1730															
12455.36	12455360	12456.83	12456830	1.47	1470															
12471.47	12471470	12472.27	12472270	0.8	800															
12483.86	12483860	12485.02	12485020	1.16	1160															
12486.8	12486800	12487.9	12487900	1.1	1100															
12488.75	12488750	12490.28	12490280	1.53	1530															
12529.06	12529060	12530.34	12530340	1.28	1280															
12532.32	12532320	12533.22	12533220	0.9	900															
12558.51	12558510	12559.58	12559580	1.07	1070															
12561.99	12561990	12562.83	12562830	0.84	840															
12572.94	12572940	12575.28	12575280	2.34	2340															
12582.52	12582520	12583.52	12583520	1.0	1000															
12590.36	12590360	12591.42	12591420	1.06	1060															
12675.06	12675060	12678.58	12678580	3.52	3520															
12682.71	12682710	12683.71	12683710	1.0	1000															
12684.52	12684520	12685.34	12685340	0.82	820															
12687.15	12687150	12688.02	12688020	0.87	870															
12697.18	12697180	12698.03	12698030	0.85	850															
12702.28	12702280	12703.09	12703090	0.81	810															
12712.92	12712920	12713.8	12713800	0.88	880															
12717.32	12717320	12718.63	12718630	1.31	1310															
12719.63	12719630	12720.47	12720470	0.84	840															
12799.85	12799850	12800.87	12800870	1.02	1020															
12854.65	12854650	12856.06	12856060	1.41	1410															
12887.94	12887940	12889.57	12889570	1.63	1630															
12895.19	12895190	12896.3	12896300	1.11	1110															
12921.22	12921220	12922.67	12922670	1.45	1450															
12933.51	12933510	12934.52	12934520	1.01	1010															
12940.17	12940170	12942.87	12942870	2.7	2700															
12964.19	12964190	12965.06	12965060	0.87	870															
12965.87	12965870	12967.53	12967530	1.66	1660															
12975.02	12975020	12976.22	12976220	1.2	1200															
12979.31	12979310	12980.96	12980960	1.65	1650															
12984.05	12984050	12985.28	12985280	1.23	1230															
12986.29	12986290	12987.53	12987530	1.24	1240															
12999.8	12999800	13000.6	13000600	0.8	800															
13013.08	13013080	13013.93	13013930	0.85	850															
13018.31	13018310	13019.62	13019620	1.31	1310															
13020.47	13020470	13022.06	13022060	1.59	1590															
13081.8	13081800	13082.75	13082750	0.95	950															
13086.28	13086280	13087.14	13087140	0.86	860															
13090.8	13090800	13093.99	13093990	3.19	3190															
13095.82	13095820	13096.62	13096620	0.8	800															
13097.22	13097220	13098.15	13098150	0.93	930															
13101.63	13101630	13102.43	13102430	0.8	800															
13104.47	13104470	13105.3	13105300	0.83	830															
13111.53	13111530	13112.97	13112970	1.44	1440															
13113.57	13113570	13114.71	13114710	1.14	1140															
13116.43	13116430	13118.16	13118160	1.73	1730															
13122.74	13122740	13127.57	13127570	4.83	4830															
13128.39	13128390	13129.21	13129210	0.82	820															
13134.34	13134340	13135.69	13135690	1.35	1350															
13137.9	13137900	13142.64	13142640	4.74	4740															
13143.44	13143440	13145.63	13145630	2.19	2190															
13147.37	13147370	13152.16	13152160	4.79	4790															
13156.38	13156380	13157.41	13157410	1.03	1030															
13160.09	13160090	13161.0	13161000	0.91	910															
13161.81	13161810	13163.0	13163000	1.19	1190															
13163.92	13163920	13164.78	13164780	0.86	860															
13165.76	13165760	13168.56	13168560	2.8	2800															
13170.18	13170180	13173.57	13173570	3.39	3390															
13179.76	13179760	13180.9	13180900	1.14	1140															
13181.7	13181700	13182.68	13182680	0.98	980															
13187.66	13187660	13188.65	13188650	0.99	990															
13189.46	13189460	13190.26	13190260	0.8	800															
13192.98	13192980	13195.67	13195670	2.69	2690															
13196.91	13196910	13199.17	13199170	2.26	2260															
13200.17	13200170	13203.35	13203350	3.18	3180															
13204.96	13204960	13206.17	13206170	1.21	1210															
13208.94	13208940	13212.07	13212070	3.13	3130															
13216.02	13216020	13216.82	13216820	0.8	800															
13222.11	13222110	13223.73	13223730	1.62	1620															
13228.14	13228140	13228.94	13228940	0.8	800															
13233.25	13233250	13234.32	13234320	1.07	1070															
13236.34	13236340	13238.43	13238430	2.09	2090															
13240.27	13240270	13241.22	13241220	0.95	950															
13247.82	13247820	13249.99	13249990	2.17	2170															
13251.94	13251940	13255.72	13255720	3.78	3780															
13266.41	13266410	13267.21	13267210	0.8	800															
13274.26	13274260	13275.54	13275540	1.28	1280															
13276.54	13276540	13279.4	13279400	2.86	2860															
13291.18	13291180	13292.5	13292500	1.32	1320															
13307.74	13307740	13308.78	13308780	1.04	1040															
13318.4	13318400	13322.56	13322560	4.16	4160															
13323.36	13323360	13324.16	13324160	0.8	800															
13330.72	13330720	13333.31	13333310	2.59	2590															
13334.11	13334110	13337.42	13337420	3.31	3310															
13339.48	13339480	13340.28	13340280	0.8	800															
13345.25	13345250	13346.07	13346070	0.82	820															
13346.87	13346870	13348.9	13348900	2.03	2030															
13354.05	13354050	13355.66	13355660	1.61	1610															
13356.47	13356470	13357.56	13357560	1.09	1090															
13359.87	13359870	13360.76	13360760	0.89	890															
13363.32	13363320	13364.12	13364120	0.8	800															
13370.51	13370510	13374.04	13374040	3.53	3530															
13374.85	13374850	13376.84	13376840	1.99	1990															
13379.1	13379100	13381.2	13381200	2.1	2100															
13387.38	13387380	13390.23	13390230	2.85	2850															
13398.31	13398310	13401.71	13401710	3.4	3400															
13402.61	13402610	13404.93	13404930	2.32	2320															
13405.75	13405750	13406.55	13406550	0.8	800															
13407.36	13407360	13408.25	13408250	0.89	890															
13409.26	13409260	13412.15	13412150	2.89	2890															
13413.2	13413200	13414.33	13414330	1.13	1130															
13415.26	13415260	13416.77	13416770	1.51	1510															
13417.57	13417570	13422.65	13422650	5.08	5080															
13425.72	13425720	13427.96	13427960	2.24	2240															
13429.03	13429030	13429.87	13429870	0.84	840															
13433.45	13433450	13434.58	13434580	1.13	1130															
13452.46	13452460	13453.68	13453680	1.22	1220															
13464.83	13464830	13466.09	13466090	1.26	1260															
13477.26	13477260	13478.06	13478060	0.8	800															
13479.99	13479990	13480.93	13480930	0.94	940															
13506.24	13506240	13507.06	13507060	0.82	820															
13521.56	13521560	13522.42	13522420	0.86	860															
13523.98	13523980	13524.92	13524920	0.94	940															
13533.01	13533010	13533.96	13533960	0.95	950															
13544.17	13544170	13550.08	13550080	5.91	5910															
13550.88	13550880	13551.77	13551770	0.89	890															
13552.57	13552570	13553.74	13553740	1.17	1170															
13560.5	13560500	13564.37	13564370	3.87	3870															
13570.71	13570710	13571.69	13571690	0.98	980															
13573.04	13573040	13577.27	13577270	4.23	4230															
13593.41	13593410	13597.42	13597420	4.01	4010															
13601.48	13601480	13602.28	13602280	0.8	800															
13603.82	13603820	13604.62	13604620	0.8	800															
13608.89	13608890	13610.43	13610430	1.54	1540															
13615.91	13615910	13620.6	13620600	4.69	4690															
13649.23	13649230	13650.45	13650450	1.22	1220															
13656.72	13656720	13657.52	13657520	0.8	800															
13703.51	13703510	13704.5	13704500	0.99	990															
13714.5	13714500	13716.41	13716410	1.91	1910															
13717.21	13717210	13719.06	13719060	1.85	1850															
13731.24	13731240	13732.3	13732300	1.06	1060															
13749.32	13749320	13752.03	13752030	2.71	2710															
13753.09	13753090	13754.83	13754830	1.74	1740															
13757.15	13757150	13761.77	13761770	4.62	4620															
13762.69	13762690	13772.14	13772140	9.45	9450															
13781.7	13781700	13783.27	13783270	1.57	1570															
13785.48	13785480	13796.03	13796030	10.55	10550															
13798.7	13798700	13803.93	13803930	5.23	5230															
13906.62	13906620	13908.02	13908020	1.4	1400															
13908.97	13908970	13910.08	13910080	1.11	1110															
13912.11	13912110	13912.93	13912930	0.82	820															
13917.7	13917700	13918.76	13918760	1.06	1060															
13961.96	13961960	13964.58	13964580	2.62	2620															
13965.38	13965380	13967.63	13967630	2.25	2250															
13974.07	13974070	13975.85	13975850	1.78	1780															
13977.38	13977380	13978.73	13978730	1.35	1350															
13979.33	13979330	13981.55	13981550	2.22	2220															
13982.15	13982150	13985.41	13985410	3.26	3260															
13989.16	13989160	13993.55	13993550	4.39	4390															
14006.18	14006180	14007.11	14007110	0.93	930															
14009.14	14009140	14009.96	14009960	0.82	820															
14010.56	14010560	14015.86	14015860	5.3	5300															
14017.95	14017950	14019.15	14019150	1.2	1200															
14028.1	14028100	14029.59	14029590	1.49	1490															
14030.42	14030420	14032.07	14032070	1.65	1650															
14032.87	14032870	14034.4	14034400	1.53	1530															
14035.33	14035330	14036.15	14036150	0.82	820															
14036.95	14036950	14037.75	14037750	0.8	800															
14040.63	14040630	14041.84	14041840	1.21	1210															
14090.05	14090050	14090.85	14090850	0.8	800															
14258.33	14258330	14259.98	14259980	1.65	1650															
14260.78	14260780	14261.8	14261800	1.02	1020															
14263.88	14263880	14265.03	14265030	1.15	1150															
14269.35	14269350	14270.3	14270300	0.95	950															
14271.17	14271170	14274.21	14274210	3.04	3040															
14342.89	14342890	14345.05	14345050	2.16	2160															
14346.09	14346090	14346.89	14346890	0.8	800															
14347.96	14347960	14351.25	14351250	3.29	3290															
14358.24	14358240	14359.3	14359300	1.06	1060															
14361.03	14361030	14366.39	14366390	5.36	5360															
14422.86	14422860	14423.99	14423990	1.13	1130															
14425.48	14425480	14427.9	14427900	2.42	2420															
14428.71	14428710	14429.64	14429640	0.93	930															
14431.19	14431190	14433.26	14433260	2.07	2070															
14653.33	14653330	14654.21	14654210	0.88	880															
14820.34	14820340	14821.21	14821210	0.87	870															
14901.91	14901910	14902.71	14902710	0.8	800															
15072.54	15072540	15073.68	15073680	1.14	1140															
15080.27	15080270	15081.63	15081630	1.36	1360															
15084.6	15084600	15085.92	15085920	1.32	1320															
15899.49	15899490	15900.42	15900420	0.93	930															
15950.53	15950530	15951.53	15951530	1.0	1000															
15963.61	15963610	15966.39	15966390	2.78	2780															
15974.72	15974720	15975.75	15975750	1.03	1030															
15976.46	15976460	15977.26	15977260	0.8	800															
15978.06	15978060	15979.03	15979030	0.97	970															
15979.88	15979880	15981.55	15981550	1.67	1670															
15982.35	15982350	15984.08	15984080	1.73	1730															
16000.03	16000030	16003.84	16003840	3.81	3810															
16004.64	16004640	16006.25	16006250	1.61	1610															
16007.05	16007050	16007.89	16007890	0.84	840															
16013.48	16013480	16014.91	16014910	1.43	1430															
16015.71	16015710	16021.01	16021010	5.3	5300															
16025.31	16025310	16025.91	16025910	0.6	600															
16027.79	16027790	16030.49	16030490	2.7	2700															
16031.57	16031570	16032.37	16032370	0.8	800															
16036.2	16036200	16038.57	16038570	2.37	2370															
16041.53	16041530	16043.91	16043910	2.38	2380															
16044.89	16044890	16047.07	16047070	2.18	2180															
16049.06	16049060	16051.77	16051770	2.71	2710															
16070.85	16070850	16072.04	16072040	1.19	1190															
16093.62	16093620	16094.42	16094420	0.8	800															
16237.64	16237640	16238.45	16238450	0.81	810															
16239.05	16239050	16239.86	16239860	0.81	810															
16241.02	16241020	16242.84	16242840	1.82	1820															
16245.06	16245060	16246.85	16246850	1.79	1790															
16250.01	16250010	16250.87	16250870	0.86	860															
16280.19	16280190	16280.99	16280990	0.8	800															
16301.64	16301640	16302.47	16302470	0.83	830															
16304.63	16304630	16305.43	16305430	0.8	800															
16306.43	16306430	16307.23	16307230	0.8	800															
16309.5	16309500	16313.91	16313910	4.41	4410															
16324.73	16324730	16325.56	16325560	0.83	830															
16360.75	16360750	16361.65	16361650	0.9	900															
16362.52	16362520	16365.54	16365540	3.02	3020															
16366.43	16366430	16367.23	16367230	0.8	800															
16368.03	16368030	16368.83	16368830	0.8	800															
16376.86	16376860	16379.93	16379930	3.07	3070															
16383.43	16383430	16386.6	16386600	3.17	3170															
16395.76	16395760	16396.56	16396560	0.8	800															
16438.8	16438800	16439.73	16439730	0.93	930															
16440.69	16440690	16441.9	16441900	1.21	1210															
16482.8	16482800	16483.91	16483910	1.11	1110															
16492.23	16492230	16493.05	16493050	0.82	820															
16496.45	16496450	16497.28	16497280	0.83	830															
16502.0	16502000	16502.8	16502800	0.8	800															
16508.8	16508800	16509.75	16509750	0.95	950															
16511.91	16511910	16512.73	16512730	0.82	820															
16529.57	16529570	16531.1	16531100	1.53	1530															
16537.73	16537730	16538.53	16538530	0.8	800															
16543.61	16543610	16544.47	16544470	0.86	860															
16545.87	16545870	16547.16	16547160	1.29	1290															
16548.77	16548770	16550.12	16550120	1.35	1350															
16565.02	16565020	16565.82	16565820	0.8	800															
16575.61	16575610	16576.46	16576460	0.85	850															
16593.9	16593900	16594.7	16594700	0.8	800															
16596.1	16596100	16597.57	16597570	1.47	1470															
16599.51	16599510	16600.31	16600310	0.8	800															
16613.19	16613190	16615.03	16615030	1.84	1840															
16623.79	16623790	16624.59	16624590	0.8	800															
16625.56	16625560	16626.62	16626620	1.06	1060															
16628.54	16628540	16638.72	16638720	10.18	10180															
16642.55	16642550	16643.5	16643500	0.95	950															
16644.31	16644310	16646.55	16646550	2.24	2240															
16647.49	16647490	16659.96	16659960	12.47	12470															
16660.76	16660760	16666.94	16666940	6.18	6180															
16668.74	16668740	16669.61	16669610	0.87	870															
16671.91	16671910	16673.5	16673500	1.59	1590															
16674.51	16674510	16675.43	16675430	0.92	920															
16676.4	16676400	16677.28	16677280	0.88	880															
16679.1	16679100	16679.92	16679920	0.82	820															
16682.28	16682280	16683.78	16683780	1.5	1500															
16684.91	16684910	16687.27	16687270	2.36	2360															
