Mother-infant proximity		00:08:45.745	525.745	00:08:46.780	526.78	00:00:01.035	1.035	picking up
Mother-infant proximity		00:08:46.780	526.78	00:08:47.735	527.735	00:00:00.955	0.955	putting down
Mother-infant proximity		00:08:47.735	527.735	00:08:51.440	531.44	00:00:03.705	3.705	close _within touching
Mother-infant proximity		00:08:51.440	531.44	00:08:52.276	532.276	00:00:00.836	0.836	picking up
Mother-infant proximity		00:08:52.276	532.276	00:08:53.135	533.135	00:00:00.859	0.859	putting down
Mother-infant proximity		00:08:53.135	533.135	00:09:02.939	542.939	00:00:09.804	9.804	close _within touching
Mother-infant proximity		00:09:02.939	542.939	00:09:04.813	544.813	00:00:01.874	1.874	picking up
Mother-infant proximity		00:09:04.813	544.813	00:09:18.902	558.902	00:00:14.089	14.089	holding - standing/walking
Mother-infant proximity		00:09:18.902	558.902	00:09:19.827	559.827	00:00:00.925	0.925	putting down
Mother-infant proximity		00:09:19.827	559.827	00:09:34.463	574.463	00:00:14.636	14.636	close _within touching
Mother-infant proximity		00:09:34.463	574.463	00:09:35.168	575.168	00:00:00.705	0.705	picking up
Mother-infant proximity		00:09:35.168	575.168	00:09:52.593	592.593	00:00:17.425	17.425	holding - standing/walking
