0,0.0
1,152.26
2,32.58
3,6.32
4,93.19
5,15.33
6,57.95
7,7.55
8,25.9
9,13.44
10,32.04
11,18.31
12,51.33
13,152.92
14,37.22
15,2.39
16,65.17
17,3.09
18,2.99
19,1.41
20,1.1
21,68.74
22,6.0
23,2.14
24,1.04
25,1.83
26,2.15
27,9.43
28,19.38
29,168.76
30,319.41
31,26.08
32,2.75
33,166.29
34,137.14
35,1.33
36,24.91
37,444.6
38,1.08
39,5.98
40,4.85
41,0.92
42,1.6
43,128.44
44,3.64
45,1.19
46,0.84
47,1.08
48,0.0
49,0.18
50,0.0
51,12.09
52,0.0
53,17.1
54,0.98
55,2.4
56,1762.42
57,194.85
58,272.57
59,0.0
60,2.32
61,14.82
62,25.25
63,4.13
64,2.18
65,2.24
66,0.89
67,7.93
68,3.54
69,7.05
70,4930.67
71,13125.58
72,189.73
73,7.44
74,5445.54
75,10.38
76,5350.13
77,243.97
78,3091.68
79,722.46
80,644.31
81,3709.71
82,30.13
83,2737.97
84,665.9
85,4858.84
86,131.21
87,50.08
88,2.05
89,1.72
90,60.14
91,23.0
92,27.17
93,1.53
94,5.39
95,44.13
96,103.47
97,62.89
98,0.419999999998
99,86.7
100,65.32
101,5.33
102,54.46
103,79.83
104,16.49
105,13.52
106,4.95
107,32.2
108,15.12
109,0.839999999997
110,8.03
111,8.38
112,26.94
113,32.47
114,4.99
115,36.08
116,47.51
117,87.62
118,521.49
119,313.63
120,118.72
121,0.269999999997
122,48.31
123,330.67
124,18.79
125,1.89999999999
126,1.0
127,7.41
128,6.27
129,15.93
130,5.74
131,0.810000000005
132,272.43
133,12.02
134,15.4
135,167.29
136,302.25
137,773.35
138,709.98
139,13.54
140,285.56
141,9.32
142,86.09
143,22.64
144,0.979999999996
