Begin Time - ss.msec	Begin Time - msec	End Time - ss.msec	End Time - msec	Duration - ss.msec	Duration - msec	*CXN	*OLF	*NOF	*SIL	*TVF	*CXF	*MAN	*CHN	*TVN	*FAF	*MAF	*CHF	*NON	*FAN	*OLN	
90.07	90070	91.22	91220	1.15	1150															
96.02	96020	97.2	97200	1.18	1180															
154.63	154630	155.8	155800	1.17	1170															
166.06	166060	167.24	167240	1.18	1180															
168.24	168240	169.11	169110	0.87	870															
184.83	184830	186.98	186980	2.15	2150															
205.76	205760	206.36	206360	0.6	600															
247.81	247810	248.61	248610	0.8	800															
340.38	340380	341.37	341370	0.99	990															
746.49	746490	747.34	747340	0.85	850															
751.32	751320	752.12	752120	0.8	800															
754.49	754490	755.35	755350	0.86	860															
778.4	778400	780.1	780100	1.7	1700															
786.9	786900	787.87	787870	0.97	970															
793.4	793400	794.89	794890	1.49	1490															
819.17	819170	820.07	820070	0.9	900															
821.07	821070	823.34	823340	2.27	2270															
829.84	829840	830.79	830790	0.95	950															
1054.45	1054450	1056.37	1056370	1.92	1920															
1058.66	1058660	1061.11	1061110	2.45	2450															
1061.91	1061910	1063.51	1063510	1.6	1600															
1072.52	1072520	1073.32	1073320	0.8	800															
1156.41	1156410	1157.22	1157220	0.81	810															
1184.86	1184860	1186.02	1186020	1.16	1160															
1188.93	1188930	1191.19	1191190	2.26	2260															
1279.26	1279260	1280.07	1280070	0.81	810															
1283.1	1283100	1285.02	1285020	1.92	1920															
1295.38	1295380	1296.18	1296180	0.8	800															
1418.15	1418150	1418.96	1418960	0.81	810															
1451.13	1451130	1451.93	1451930	0.8	800															
1595.66	1595660	1596.52	1596520	0.86	860															
1615.85	1615850	1617.67	1617670	1.82	1820															
1805.31	1805310	1806.14	1806140	0.83	830															
1833.09	1833090	1835.09	1835090	2.0	2000															
1837.17	1837170	1839.45	1839450	2.28	2280															
1909.52	1909520	1913.03	1913030	3.51	3510															
2023.54	2023540	2025.58	2025580	2.04	2040															
2030.36	2030360	2031.16	2031160	0.8	800															
2034.18	2034180	2036.61	2036610	2.43	2430															
2045.8	2045800	2046.76	2046760	0.96	960															
2057.44	2057440	2058.24	2058240	0.8	800															
2076.65	2076650	2078.67	2078670	2.02	2020															
2082.38	2082380	2084.11	2084110	1.73	1730															
2096.63	2096630	2097.69	2097690	1.06	1060															
2104.33	2104330	2106.29	2106290	1.96	1960															
2109.02	2109020	2111.14	2111140	2.12	2120															
2111.94	2111940	2119.97	2119970	8.03	8030															
2126.58	2126580	2127.78	2127780	1.2	1200															
2132.76	2132760	2134.17	2134170	1.41	1410															
2138.97	2138970	2141.14	2141140	2.17	2170															
2225.25	2225250	2226.05	2226050	0.8	800															
2233.83	2233830	2234.63	2234630	0.8	800															
2244.13	2244130	2244.93	2244930	0.8	800															
2247.33	2247330	2248.14	2248140	0.81	810															
2389.33	2389330	2391.47	2391470	2.14	2140															
2454.41	2454410	2455.23	2455230	0.82	820															
2465.89	2465890	2468.46	2468460	2.57	2570															
2469.29	2469290	2470.1	2470100	0.81	810															
2480.44	2480440	2482.56	2482560	2.12	2120															
2515.02	2515020	2515.89	2515890	0.87	870															
2531.44	2531440	2533.48	2533480	2.04	2040															
2566.57	2566570	2567.37	2567370	0.8	800															
2573.27	2573270	2574.07	2574070	0.8	800															
2581.87	2581870	2582.67	2582670	0.8	800															
2590.36	2590360	2591.45	2591450	1.09	1090															
2604.2	2604200	2605.51	2605510	1.31	1310															
2615.68	2615680	2616.48	2616480	0.8	800															
2638.22	2638220	2639.34	2639340	1.12	1120															
2641.06	2641060	2642.06	2642060	1.0	1000															
2649.54	2649540	2651.06	2651060	1.52	1520															
2664.79	2664790	2665.59	2665590	0.8	800															
2669.92	2669920	2671.93	2671930	2.01	2010															
2803.98	2803980	2804.78	2804780	0.8	800															
2880.13	2880130	2881.0	2881000	0.87	870															
2905.28	2905280	2906.08	2906080	0.8	800															
2912.48	2912480	2914.66	2914660	2.18	2180															
2915.66	2915660	2920.14	2920140	4.48	4480															
2925.13	2925130	2926.33	2926330	1.2	1200															
2952.23	2952230	2953.03	2953030	0.8	800															
3011.59	3011590	3012.39	3012390	0.8	800															
3049.81	3049810	3051.36	3051360	1.55	1550															
3052.76	3052760	3053.92	3053920	1.16	1160															
3055.19	3055190	3056.01	3056010	0.82	820															
3066.5	3066500	3067.38	3067380	0.88	880															
3224.18	3224180	3225.17	3225170	0.99	990															
3238.14	3238140	3241.95	3241950	3.81	3810															
3272.33	3272330	3273.2	3273200	0.87	870															
3287.28	3287280	3288.08	3288080	0.8	800															
3293.25	3293250	3294.53	3294530	1.28	1280															
3297.07	3297070	3297.87	3297870	0.8	800															
3322.27	3322270	3323.31	3323310	1.04	1040															
3373.81	3373810	3374.64	3374640	0.83	830															
3394.14	3394140	3394.96	3394960	0.82	820															
3410.37	3410370	3411.17	3411170	0.8	800															
3414.02	3414020	3414.92	3414920	0.9	900															
3415.98	3415980	3417.52	3417520	1.54	1540															
3424.13	3424130	3425.13	3425130	1.0	1000															
3445.44	3445440	3446.55	3446550	1.11	1110															
3464.06	3464060	3464.98	3464980	0.92	920															
3469.31	3469310	3470.11	3470110	0.8	800															
3472.8	3472800	3474.83	3474830	2.03	2030															
3482.02	3482020	3482.82	3482820	0.8	800															
3486.96	3486960	3488.0	3488000	1.04	1040															
3496.35	3496350	3498.67	3498670	2.32	2320															
3507.74	3507740	3508.79	3508790	1.05	1050															
3510.46	3510460	3511.35	3511350	0.89	890															
3514.54	3514540	3515.35	3515350	0.81	810															
3572.56	3572560	3573.39	3573390	0.83	830															
3583.26	3583260	3584.1	3584100	0.84	840															
3639.89	3639890	3641.27	3641270	1.38	1380															
