Begin Time - ss.msec	Begin Time - msec	End Time - ss.msec	End Time - msec	Duration - ss.msec	Duration - msec	*CXN	*OLF	*NOF	*SIL	*TVF	*CXF	*MAN	*CHN	*TVN	*FAF	*MAF	*NON	*CHF	*FAN	*OLN	
7437.1	7437100	7438.13	7438130	1.03	1030															
7439.12	7439120	7439.92	7439920	0.8	800															
7441.0	7441000	7441.95	7441950	0.95	950															
7448.28	7448280	7449.2	7449200	0.92	920															
7457.1	7457100	7459.33	7459330	2.23	2230															
7463.01	7463010	7465.64	7465640	2.63	2630															
7471.86	7471860	7472.91	7472910	1.05	1050															
7473.91	7473910	7476.03	7476030	2.12	2120															
7478.43	7478430	7479.78	7479780	1.35	1350															
7491.24	7491240	7492.04	7492040	0.8	800															
7497.14	7497140	7498.05	7498050	0.91	910															
7498.92	7498920	7500.66	7500660	1.74	1740															
7502.63	7502630	7504.81	7504810	2.18	2180															
7509.33	7509330	7510.19	7510190	0.86	860															
7514.6	7514600	7515.5	7515500	0.9	900															
7516.3	7516300	7518.51	7518510	2.21	2210															
7519.63	7519630	7521.49	7521490	1.86	1860															
7525.64	7525640	7526.83	7526830	1.19	1190															
7527.96	7527960	7528.91	7528910	0.95	950															
7532.19	7532190	7533.05	7533050	0.86	860															
7534.59	7534590	7539.13	7539130	4.54	4540															
7540.44	7540440	7542.23	7542230	1.79	1790															
7544.84	7544840	7545.83	7545830	0.99	990															
7546.59	7546590	7547.5	7547500	0.91	910															
7555.19	7555190	7556.93	7556930	1.74	1740															
7561.59	7561590	7562.4	7562400	0.81	810															
7565.85	7565850	7566.93	7566930	1.08	1080															
7569.87	7569870	7572.24	7572240	2.37	2370															
7575.17	7575170	7576.54	7576540	1.37	1370															
7580.38	7580380	7581.56	7581560	1.18	1180															
7582.57	7582570	7583.65	7583650	1.08	1080															
7598.94	7598940	7600.43	7600430	1.49	1490															
7603.06	7603060	7605.43	7605430	2.37	2370															
7618.42	7618420	7619.57	7619570	1.15	1150															
7620.17	7620170	7621.26	7621260	1.09	1090															
7625.73	7625730	7627.47	7627470	1.74	1740															
7631.5	7631500	7634.94	7634940	3.44	3440															
7637.99	7637990	7638.79	7638790	0.8	800															
7642.06	7642060	7644.19	7644190	2.13	2130															
7647.64	7647640	7648.51	7648510	0.87	870															
7652.36	7652360	7653.63	7653630	1.27	1270															
7656.83	7656830	7657.81	7657810	0.98	980															
7658.61	7658610	7660.23	7660230	1.62	1620															
7661.63	7661630	7663.9	7663900	2.27	2270															
7664.7	7664700	7665.63	7665630	0.93	930															
7675.65	7675650	7685.46	7685460	9.81	9810															
7686.26	7686260	7690.1	7690100	3.84	3840															
7694.29	7694290	7695.53	7695530	1.24	1240															
7696.6	7696600	7699.06	7699060	2.46	2460															
7701.77	7701770	7703.26	7703260	1.49	1490															
7708.07	7708070	7709.32	7709320	1.25	1250															
7710.34	7710340	7711.26	7711260	0.92	920															
7719.61	7719610	7720.47	7720470	0.86	860															
7721.27	7721270	7723.03	7723030	1.76	1760															
7723.83	7723830	7724.63	7724630	0.8	800															
7725.43	7725430	7732.89	7732890	7.46	7460															
7736.58	7736580	7738.15	7738150	1.57	1570															
7739.26	7739260	7740.23	7740230	0.97	970															
7746.43	7746430	7748.5	7748500	2.07	2070															
7757.04	7757040	7761.1	7761100	4.06	4060															
7763.06	7763060	7764.13	7764130	1.07	1070															
7765.75	7765750	7767.69	7767690	1.94	1940															
7770.68	7770680	7772.08	7772080	1.4	1400															
7778.72	7778720	7781.8	7781800	3.08	3080															
7790.08	7790080	7791.66	7791660	1.58	1580															
7800.83	7800830	7801.77	7801770	0.94	940															
8524.08	8524080	8526.1	8526100	2.02	2020															
8527.12	8527120	8528.05	8528050	0.93	930															
8528.85	8528850	8532.19	8532190	3.34	3340															
8533.03	8533030	8534.2	8534200	1.17	1170															
8543.31	8543310	8544.71	8544710	1.4	1400															
8549.49	8549490	8551.03	8551030	1.54	1540															
8551.86	8551860	8553.48	8553480	1.62	1620															
8563.74	8563740	8565.67	8565670	1.93	1930															
8571.43	8571430	8572.36	8572360	0.93	930															
8575.66	8575660	8576.46	8576460	0.8	800															
8579.13	8579130	8581.61	8581610	2.48	2480															
8591.84	8591840	8592.67	8592670	0.83	830															
8597.46	8597460	8598.26	8598260	0.8	800															
8599.42	8599420	8601.12	8601120	1.7	1700															
8602.1	8602100	8603.07	8603070	0.97	970															
8606.15	8606150	8607.17	8607170	1.02	1020															
8608.88	8608880	8610.13	8610130	1.25	1250															
8613.53	8613530	8614.66	8614660	1.13	1130															
8616.05	8616050	8616.85	8616850	0.8	800															
8626.66	8626660	8627.65	8627650	0.99	990															
8646.25	8646250	8648.69	8648690	2.44	2440															
8650.62	8650620	8651.42	8651420	0.8	800															
8652.25	8652250	8658.93	8658930	6.68	6680															
8661.33	8661330	8662.13	8662130	0.8	800															
8664.92	8664920	8666.64	8666640	1.72	1720															
8668.99	8668990	8672.58	8672580	3.59	3590															
8675.47	8675470	8676.94	8676940	1.47	1470															
8686.47	8686470	8687.81	8687810	1.34	1340															
8692.2	8692200	8693.1	8693100	0.9	900															
8693.92	8693920	8694.85	8694850	0.93	930															
8699.44	8699440	8700.32	8700320	0.88	880															
8704.68	8704680	8705.6	8705600	0.92	920															
8706.63	8706630	8707.75	8707750	1.12	1120															
8712.41	8712410	8716.82	8716820	4.41	4410															
8717.62	8717620	8718.93	8718930	1.31	1310															
8721.55	8721550	8723.42	8723420	1.87	1870															
8724.88	8724880	8726.05	8726050	1.17	1170															
8731.47	8731470	8733.92	8733920	2.45	2450															
8738.47	8738470	8740.33	8740330	1.86	1860															
8743.01	8743010	8743.9	8743900	0.89	890															
8745.39	8745390	8747.16	8747160	1.77	1770															
8748.09	8748090	8749.86	8749860	1.77	1770															
8754.4	8754400	8756.39	8756390	1.99	1990															
8761.17	8761170	8761.97	8761970	0.8	800															
8763.21	8763210	8764.03	8764030	0.82	820															
8765.52	8765520	8766.36	8766360	0.84	840															
8767.89	8767890	8770.34	8770340	2.45	2450															
8771.27	8771270	8772.16	8772160	0.89	890															
8776.28	8776280	8777.7	8777700	1.42	1420															
8779.58	8779580	8780.38	8780380	0.8	800															
8815.87	8815870	8816.67	8816670	0.8	800															
8821.43	8821430	8824.88	8824880	3.45	3450															
8825.75	8825750	8826.62	8826620	0.87	870															
8830.51	8830510	8831.37	8831370	0.86	860															
8836.36	8836360	8837.24	8837240	0.88	880															
8841.4	8841400	8842.2	8842200	0.8	800															
8848.78	8848780	8849.58	8849580	0.8	800															
8852.02	8852020	8852.82	8852820	0.8	800															
8860.98	8860980	8862.58	8862580	1.6	1600															
8866.32	8866320	8867.26	8867260	0.94	940															
8868.06	8868060	8870.63	8870630	2.57	2570															
8871.75	8871750	8872.63	8872630	0.88	880															
8873.43	8873430	8880.86	8880860	7.43	7430															
8883.29	8883290	8884.15	8884150	0.86	860															
8935.53	8935530	8939.47	8939470	3.94	3940															
8941.05	8941050	8942.11	8942110	1.06	1060															
8944.05	8944050	8945.18	8945180	1.13	1130															
8958.18	8958180	8958.98	8958980	0.8	800															
8960.03	8960030	8960.9	8960900	0.87	870															
8963.85	8963850	8964.65	8964650	0.8	800															
8965.45	8965450	8966.25	8966250	0.8	800															
8967.35	8967350	8968.4	8968400	1.05	1050															
8971.09	8971090	8971.89	8971890	0.8	800															
8972.5	8972500	8973.54	8973540	1.04	1040															
8974.94	8974940	8976.63	8976630	1.69	1690															
8977.63	8977630	8979.39	8979390	1.76	1760															
8981.52	8981520	8982.45	8982450	0.93	930															
8983.88	8983880	8998.16	8998160	14.28	14280															
8998.97	8998970	8999.77	8999770	0.8	800															
9000.57	9000570	9003.26	9003260	2.69	2690															
9004.06	9004060	9007.2	9007200	3.14	3140															
9007.8	9007800	9010.86	9010860	3.06	3060															
9014.92	9014920	9016.53	9016530	1.61	1610															
9020.23	9020230	9021.19	9021190	0.96	960															
9029.6	9029600	9031.34	9031340	1.74	1740															
9039.77	9039770	9040.76	9040760	0.99	990															
9047.78	9047780	9048.64	9048640	0.86	860															
9066.83	9066830	9067.72	9067720	0.89	890															
9068.66	9068660	9069.46	9069460	0.8	800															
9071.84	9071840	9072.67	9072670	0.83	830															
9078.73	9078730	9079.53	9079530	0.8	800															
9098.07	9098070	9099.63	9099630	1.56	1560															
9130.38	9130380	9134.24	9134240	3.86	3860															
9137.25	9137250	9138.43	9138430	1.18	1180															
9140.95	9140950	9141.95	9141950	1.0	1000															
9143.21	9143210	9144.05	9144050	0.84	840															
9146.44	9146440	9149.24	9149240	2.8	2800															
9150.09	9150090	9153.04	9153040	2.95	2950															
9155.25	9155250	9156.32	9156320	1.07	1070															
9157.32	9157320	9158.12	9158120	0.8	800															
9172.07	9172070	9172.88	9172880	0.81	810															
9178.6	9178600	9184.26	9184260	5.66	5660															
9185.58	9185580	9186.38	9186380	0.8	800															
9199.43	9199430	9200.44	9200440	1.01	1010															
9202.56	9202560	9203.5	9203500	0.94	940															
9206.34	9206340	9209.48	9209480	3.14	3140															
9210.59	9210590	9211.46	9211460	0.87	870															
9218.07	9218070	9220.2	9220200	2.13	2130															
9221.18	9221180	9222.27	9222270	1.09	1090															
9224.76	9224760	9225.56	9225560	0.8	800															
9230.4	9230400	9231.93	9231930	1.53	1530															
9249.59	9249590	9250.55	9250550	0.96	960															
9253.44	9253440	9256.68	9256680	3.24	3240															
9258.08	9258080	9261.13	9261130	3.05	3050															
9263.64	9263640	9265.84	9265840	2.2	2200															
9266.44	9266440	9269.28	9269280	2.84	2840															
9291.16	9291160	9291.97	9291970	0.81	810															
9302.16	9302160	9302.98	9302980	0.82	820															
9304.96	9304960	9306.05	9306050	1.09	1090															
9306.85	9306850	9308.55	9308550	1.7	1700															
9313.95	9313950	9315.92	9315920	1.97	1970															
9318.64	9318640	9321.16	9321160	2.52	2520															
9324.73	9324730	9329.93	9329930	5.2	5200															
9332.54	9332540	9339.32	9339320	6.78	6780															
9340.12	9340120	9341.08	9341080	0.96	960															
9353.26	9353260	9358.22	9358220	4.96	4960															
9360.45	9360450	9364.63	9364630	4.18	4180															
9365.23	9365230	9367.89	9367890	2.66	2660															
9368.69	9368690	9372.63	9372630	3.94	3940															
9378.01	9378010	9379.01	9379010	1.0	1000															
9380.45	9380450	9381.26	9381260	0.81	810															
9382.11	9382110	9383.59	9383590	1.48	1480															
9384.39	9384390	9385.19	9385190	0.8	800															
9387.11	9387110	9388.68	9388680	1.57	1570															
9391.06	9391060	9392.22	9392220	1.16	1160															
9394.65	9394650	9395.45	9395450	0.8	800															
9404.06	9404060	9405.34	9405340	1.28	1280															
9407.46	9407460	9409.02	9409020	1.56	1560															
9414.74	9414740	9415.58	9415580	0.84	840															
9416.72	9416720	9418.0	9418000	1.28	1280															
9421.32	9421320	9422.12	9422120	0.8	800															
9428.71	9428710	9430.01	9430010	1.3	1300															
9431.81	9431810	9433.09	9433090	1.28	1280															
9433.69	9433690	9434.78	9434780	1.09	1090															
9435.71	9435710	9437.79	9437790	2.08	2080															
9438.6	9438600	9440.6	9440600	2.0	2000															
9441.4	9441400	9442.23	9442230	0.83	830															
9443.09	9443090	9444.96	9444960	1.87	1870															
9446.44	9446440	9448.53	9448530	2.09	2090															
9450.95	9450950	9451.89	9451890	0.94	940															
9452.72	9452720	9456.2	9456200	3.48	3480															
9457.02	9457020	9459.6	9459600	2.58	2580															
9460.4	9460400	9461.66	9461660	1.26	1260															
9463.48	9463480	9464.32	9464320	0.84	840															
9466.76	9466760	9467.78	9467780	1.02	1020															
9472.68	9472680	9473.69	9473690	1.01	1010															
9478.04	9478040	9481.97	9481970	3.93	3930															
9482.82	9482820	9485.73	9485730	2.91	2910															
9492.0	9492000	9494.05	9494050	2.05	2050															
9494.74	9494740	9495.57	9495570	0.83	830															
9498.5	9498500	9499.59	9499590	1.09	1090															
9503.2	9503200	9504.32	9504320	1.12	1120															
9506.17	9506170	9507.27	9507270	1.1	1100															
9513.09	9513090	9514.2	9514200	1.11	1110															
9515.0	9515000	9515.8	9515800	0.8	800															
9516.6	9516600	9518.04	9518040	1.44	1440															
9519.83	9519830	9521.57	9521570	1.74	1740															
9531.04	9531040	9532.33	9532330	1.29	1290															
9534.62	9534620	9535.42	9535420	0.8	800															
9544.02	9544020	9546.29	9546290	2.27	2270															
9551.91	9551910	9552.72	9552720	0.81	810															
9579.86	9579860	9580.66	9580660	0.8	800															
9581.81	9581810	9582.61	9582610	0.8	800															
9583.76	9583760	9584.65	9584650	0.89	890															
9585.3	9585300	9586.21	9586210	0.91	910															
9594.35	9594350	9595.17	9595170	0.82	820															
9597.76	9597760	9598.67	9598670	0.91	910															
9599.41	9599410	9600.54	9600540	1.13	1130															
9618.62	9618620	9620.42	9620420	1.8	1800															
9622.17	9622170	9623.8	9623800	1.63	1630															
9624.6	9624600	9625.71	9625710	1.11	1110															
9630.82	9630820	9632.02	9632020	1.2	1200															
9689.35	9689350	9691.68	9691680	2.33	2330															
9692.81	9692810	9693.67	9693670	0.86	860															
9694.47	9694470	9698.39	9698390	3.92	3920															
9763.76	9763760	9764.87	9764870	1.11	1110															
9768.96	9768960	9769.63	9769630	0.67	670															
9775.64	9775640	9777.11	9777110	1.47	1470															
9803.55	9803550	9804.35	9804350	0.8	800															
9829.48	9829480	9830.57	9830570	1.09	1090															
9831.57	9831570	9832.37	9832370	0.8	800															
9838.11	9838110	9838.94	9838940	0.83	830															
9868.12	9868120	9871.93	9871930	3.81	3810															
9873.74	9873740	9874.54	9874540	0.8	800															
9875.34	9875340	9876.44	9876440	1.1	1100															
9879.48	9879480	9881.45	9881450	1.97	1970															
9888.18	9888180	9889.05	9889050	0.87	870															
9914.82	9914820	9915.62	9915620	0.8	800															
9948.27	9948270	9949.09	9949090	0.82	820															
9950.14	9950140	9950.96	9950960	0.82	820															
9970.22	9970220	9971.59	9971590	1.37	1370															
10001.47	10001470	10002.37	10002370	0.9	900															
10003.17	10003170	10004.25	10004250	1.08	1080															
10007.98	10007980	10008.94	10008940	0.96	960															
10012.66	10012660	10013.56	10013560	0.9	900															
10018.92	10018920	10019.72	10019720	0.8	800															
10020.32	10020320	10021.78	10021780	1.46	1460															
10030.27	10030270	10031.48	10031480	1.21	1210															
10033.79	10033790	10034.97	10034970	1.18	1180															
10036.81	10036810	10037.97	10037970	1.16	1160															
10040.09	10040090	10041.77	10041770	1.68	1680															
10051.92	10051920	10053.1	10053100	1.18	1180															
10054.74	10054740	10068.01	10068010	13.27	13270															
10070.45	10070450	10073.17	10073170	2.72	2720															
10132.01	10132010	10134.49	10134490	2.48	2480															
10142.92	10142920	10146.43	10146430	3.51	3510															
10149.17	10149170	10150.49	10150490	1.32	1320															
10154.25	10154250	10155.23	10155230	0.98	980															
10157.12	10157120	10159.15	10159150	2.03	2030															
10160.06	10160060	10163.27	10163270	3.21	3210															
10166.37	10166370	10167.17	10167170	0.8	800															
10168.39	10168390	10169.19	10169190	0.8	800															
10169.99	10169990	10171.56	10171560	1.57	1570															
10173.01	10173010	10174.27	10174270	1.26	1260															
10188.49	10188490	10189.83	10189830	1.34	1340															
10191.78	10191780	10192.58	10192580	0.8	800															
10215.53	10215530	10216.33	10216330	0.8	800															
10217.13	10217130	10218.08	10218080	0.95	950															
10225.77	10225770	10226.96	10226960	1.19	1190															
10249.7	10249700	10250.5	10250500	0.8	800															
10288.28	10288280	10290.86	10290860	2.58	2580															
10291.74	10291740	10293.96	10293960	2.22	2220															
10307.58	10307580	10308.38	10308380	0.8	800															
10328.38	10328380	10329.68	10329680	1.3	1300															
10334.74	10334740	10335.54	10335540	0.8	800															
10344.96	10344960	10346.52	10346520	1.56	1560															
10348.52	10348520	10350.71	10350710	2.19	2190															
10361.72	10361720	10362.52	10362520	0.8	800															
10365.29	10365290	10366.37	10366370	1.08	1080															
10380.33	10380330	10381.13	10381130	0.8	800															
10387.53	10387530	10388.28	10388280	0.75	750															
10417.25	10417250	10418.05	10418050	0.8	800															
10437.69	10437690	10438.49	10438490	0.8	800															
10443.69	10443690	10444.49	10444490	0.8	800															
10462.26	10462260	10463.06	10463060	0.8	800															
10466.18	10466180	10466.98	10466980	0.8	800															
10467.81	10467810	10468.61	10468610	0.8	800															
10469.47	10469470	10470.27	10470270	0.8	800															
10473.69	10473690	10475.28	10475280	1.59	1590															
10476.28	10476280	10478.93	10478930	2.65	2650															
10480.93	10480930	10482.79	10482790	1.86	1860															
10486.71	10486710	10490.82	10490820	4.11	4110															
10493.34	10493340	10494.15	10494150	0.81	810															
10494.95	10494950	10499.74	10499740	4.79	4790															
10502.35	10502350	10511.45	10511450	9.1	9100															
10512.78	10512780	10525.36	10525360	12.58	12580															
10535.76	10535760	10537.32	10537320	1.56	1560															
10538.66	10538660	10542.41	10542410	3.75	3750															
10592.35	10592350	10593.19	10593190	0.84	840															
10597.98	10597980	10598.86	10598860	0.88	880															
10599.86	10599860	10600.66	10600660	0.8	800															
10601.26	10601260	10602.06	10602060	0.8	800															
10602.86	10602860	10607.32	10607320	4.46	4460															
10608.45	10608450	10610.67	10610670	2.22	2220															
10612.47	10612470	10613.67	10613670	1.2	1200															
10614.47	10614470	10615.29	10615290	0.82	820															
10641.97	10641970	10642.77	10642770	0.8	800															
10691.72	10691720	10692.6	10692600	0.88	880															
10693.5	10693500	10694.46	10694460	0.96	960															
10717.37	10717370	10718.17	10718170	0.8	800															
10768.32	10768320	10769.21	10769210	0.89	890															
10786.74	10786740	10788.36	10788360	1.62	1620															
10801.38	10801380	10802.18	10802180	0.8	800															
10811.33	10811330	10816.57	10816570	5.24	5240															
10817.37	10817370	10818.6	10818600	1.23	1230															
10819.63	10819630	10820.72	10820720	1.09	1090															
10822.93	10822930	10825.33	10825330	2.4	2400															
10829.33	10829330	10830.47	10830470	1.14	1140															
10841.42	10841420	10842.23	10842230	0.81	810															
10843.1	10843100	10844.86	10844860	1.76	1760															
10845.66	10845660	10847.0	10847000	1.34	1340															
10847.94	10847940	10849.91	10849910	1.97	1970															
10853.29	10853290	10854.09	10854090	0.8	800															
10855.79	10855790	10857.27	10857270	1.48	1480															
10858.2	10858200	10859.36	10859360	1.16	1160															
10913.36	10913360	10915.6	10915600	2.24	2240															
11389.04	11389040	11390.19	11390190	1.15	1150															
11413.85	11413850	11414.71	11414710	0.86	860															
11415.47	11415470	11416.27	11416270	0.8	800															
11454.35	11454350	11457.94	11457940	3.59	3590															
11458.75	11458750	11460.06	11460060	1.31	1310															
11462.45	11462450	11464.54	11464540	2.09	2090															
11472.99	11472990	11474.33	11474330	1.34	1340															
11482.8	11482800	11485.11	11485110	2.31	2310															
11515.26	11515260	11516.13	11516130	0.87	870															
11533.16	11533160	11534.21	11534210	1.05	1050															
11535.21	11535210	11536.18	11536180	0.97	970															
11541.54	11541540	11542.34	11542340	0.8	800															
11549.68	11549680	11551.03	11551030	1.35	1350															
11556.55	11556550	11557.7	11557700	1.15	1150															
11558.64	11558640	11559.48	11559480	0.84	840															
11560.28	11560280	11563.69	11563690	3.41	3410															
11564.61	11564610	11567.31	11567310	2.7	2700															
11571.03	11571030	11574.58	11574580	3.55	3550															
11576.23	11576230	11578.1	11578100	1.87	1870															
11585.42	11585420	11587.27	11587270	1.85	1850															
11588.07	11588070	11590.67	11590670	2.6	2600															
11625.97	11625970	11626.77	11626770	0.8	800															
11630.39	11630390	11631.54	11631540	1.15	1150															
11632.98	11632980	11633.78	11633780	0.8	800															
11635.67	11635670	11636.76	11636760	1.09	1090															
11637.62	11637620	11638.47	11638470	0.85	850															
11639.38	11639380	11640.3	11640300	0.92	920															
11641.1	11641100	11651.73	11651730	10.63	10630															
11663.04	11663040	11664.22	11664220	1.18	1180															
11692.74	11692740	11693.54	11693540	0.8	800															
11697.57	11697570	11699.1	11699100	1.53	1530															
11699.94	11699940	11703.89	11703890	3.95	3950															
11705.33	11705330	11706.34	11706340	1.01	1010															
11708.59	11708590	11709.41	11709410	0.82	820															
11710.44	11710440	11712.99	11712990	2.55	2550															
11727.34	11727340	11728.14	11728140	0.8	800															
11730.28	11730280	11732.81	11732810	2.53	2530															
11733.81	11733810	11737.79	11737790	3.98	3980															
11743.5	11743500	11744.74	11744740	1.24	1240															
11748.13	11748130	11749.31	11749310	1.18	1180															
11750.11	11750110	11751.03	11751030	0.92	920															
11756.25	11756250	11763.88	11763880	7.63	7630															
11764.68	11764680	11766.3	11766300	1.62	1620															
11767.1	11767100	11774.87	11774870	7.77	7770															
11775.81	11775810	11782.55	11782550	6.74	6740															
11785.36	11785360	11789.31	11789310	3.95	3950															
11790.11	11790110	11796.1	11796100	5.99	5990															
11796.9	11796900	11805.5	11805500	8.6	8600															
11807.8	11807800	11812.19	11812190	4.39	4390															
11812.99	11812990	11817.92	11817920	4.93	4930															
11819.24	11819240	11820.22	11820220	0.98	980															
11822.84	11822840	11824.07	11824070	1.23	1230															
11828.45	11828450	11831.14	11831140	2.69	2690															
11834.97	11834970	11835.77	11835770	0.8	800															
11836.97	11836970	11837.99	11837990	1.02	1020															
11839.65	11839650	11840.45	11840450	0.8	800															
11845.47	11845470	11846.69	11846690	1.22	1220															
11857.95	11857950	11860.46	11860460	2.51	2510															
11861.72	11861720	11863.51	11863510	1.79	1790															
11869.63	11869630	11871.1	11871100	1.47	1470															
11877.38	11877380	11878.88	11878880	1.5	1500															
11883.1	11883100	11884.24	11884240	1.14	1140															
11893.49	11893490	11894.09	11894090	0.6	600															
11901.97	11901970	11902.77	11902770	0.8	800															
11912.25	11912250	11913.34	11913340	1.09	1090															
11922.61	11922610	11923.76	11923760	1.15	1150															
11928.29	11928290	11929.1	11929100	0.81	810															
11945.51	11945510	11947.31	11947310	1.8	1800															
11948.11	11948110	11949.96	11949960	1.85	1850															
11958.45	11958450	11959.3	11959300	0.85	850															
11960.11	11960110	11961.01	11961010	0.9	900															
11962.8	11962800	11964.8	11964800	2.0	2000															
11965.85	11965850	11967.09	11967090	1.24	1240															
11967.7	11967700	11968.77	11968770	1.07	1070															
11970.69	11970690	11972.13	11972130	1.44	1440															
11973.04	11973040	11975.07	11975070	2.03	2030															
11975.87	11975870	11977.97	11977970	2.1	2100															
11979.09	11979090	11980.53	11980530	1.44	1440															
11981.93	11981930	11983.28	11983280	1.35	1350															
11986.08	11986080	11986.9	11986900	0.82	820															
11987.79	11987790	11988.98	11988980	1.19	1190															
11994.05	11994050	11995.14	11995140	1.09	1090															
11999.85	11999850	12000.66	12000660	0.81	810															
12004.43	12004430	12007.9	12007900	3.47	3470															
12009.33	12009330	12010.33	12010330	1.0	1000															
12011.24	12011240	12012.35	12012350	1.11	1110															
12013.66	12013660	12014.84	12014840	1.18	1180															
12017.71	12017710	12018.51	12018510	0.8	800															
12019.96	12019960	12020.81	12020810	0.85	850															
12021.61	12021610	12026.03	12026030	4.42	4420															
12026.85	12026850	12029.47	12029470	2.62	2620															
12030.52	12030520	12032.44	12032440	1.92	1920															
12034.25	12034250	12035.06	12035060	0.81	810															
12037.46	12037460	12038.89	12038890	1.43	1430															
12040.1	12040100	12043.41	12043410	3.31	3310															
12044.21	12044210	12052.81	12052810	8.6	8600															
12055.3	12055300	12058.19	12058190	2.89	2890															
12059.14	12059140	12059.97	12059970	0.83	830															
12065.95	12065950	12066.77	12066770	0.82	820															
12068.55	12068550	12070.6	12070600	2.05	2050															
12072.46	12072460	12073.8	12073800	1.34	1340															
12076.46	12076460	12078.59	12078590	2.13	2130															
12079.75	12079750	12083.2	12083200	3.45	3450															
12085.72	12085720	12088.02	12088020	2.3	2300															
12091.53	12091530	12092.52	12092520	0.99	990															
12099.11	12099110	12101.21	12101210	2.1	2100															
12110.73	12110730	12111.53	12111530	0.8	800															
12126.98	12126980	12128.44	12128440	1.46	1460															
12129.29	12129290	12131.39	12131390	2.1	2100															
12133.42	12133420	12134.25	12134250	0.83	830															
12135.88	12135880	12137.06	12137060	1.18	1180															
12139.08	12139080	12139.92	12139920	0.84	840															
12140.89	12140890	12141.78	12141780	0.89	890															
12144.69	12144690	12145.53	12145530	0.84	840															
12146.33	12146330	12147.15	12147150	0.82	820															
12151.2	12151200	12152.13	12152130	0.93	930															
12153.22	12153220	12155.4	12155400	2.18	2180															
12156.21	12156210	12157.09	12157090	0.88	880															
12158.67	12158670	12160.02	12160020	1.35	1350															
12161.48	12161480	12162.9	12162900	1.42	1420															
12163.74	12163740	12166.81	12166810	3.07	3070															
12167.79	12167790	12171.27	12171270	3.48	3480															
12172.12	12172120	12173.62	12173620	1.5	1500															
12174.43	12174430	12175.34	12175340	0.91	910															
12177.27	12177270	12178.07	12178070	0.8	800															
12178.87	12178870	12185.35	12185350	6.48	6480															
12186.15	12186150	12188.39	12188390	2.24	2240															
12190.22	12190220	12191.72	12191720	1.5	1500															
12192.52	12192520	12193.32	12193320	0.8	800															
12194.24	12194240	12195.59	12195590	1.35	1350															
12196.39	12196390	12197.19	12197190	0.8	800															
12198.34	12198340	12199.36	12199360	1.02	1020															
12201.32	12201320	12204.59	12204590	3.27	3270															
12206.96	12206960	12208.86	12208860	1.9	1900															
12209.66	12209660	12210.59	12210590	0.93	930															
12211.59	12211590	12212.6	12212600	1.01	1010															
12213.45	12213450	12214.53	12214530	1.08	1080															
12215.33	12215330	12217.55	12217550	2.22	2220															
12220.33	12220330	12221.14	12221140	0.81	810															
12221.94	12221940	12222.86	12222860	0.92	920															
12223.82	12223820	12225.06	12225060	1.24	1240															
12227.1	12227100	12228.12	12228120	1.02	1020															
12228.95	12228950	12229.76	12229760	0.81	810															
12232.64	12232640	12233.93	12233930	1.29	1290															
12234.73	12234730	12236.33	12236330	1.6	1600															
12237.15	12237150	12238.44	12238440	1.29	1290															
12239.38	12239380	12240.19	12240190	0.81	810															
12244.08	12244080	12244.92	12244920	0.84	840															
12246.45	12246450	12248.3	12248300	1.85	1850															
12249.84	12249840	12250.98	12250980	1.14	1140															
12254.91	12254910	12255.92	12255920	1.01	1010															
12256.93	12256930	12257.79	12257790	0.86	860															
12258.39	12258390	12259.5	12259500	1.11	1110															
12263.19	12263190	12264.06	12264060	0.87	870															
12269.4	12269400	12270.2	12270200	0.8	800															
12278.77	12278770	12279.96	12279960	1.19	1190															
12281.63	12281630	12282.46	12282460	0.83	830															
12283.26	12283260	12284.07	12284070	0.81	810															
12291.93	12291930	12294.37	12294370	2.44	2440															
12314.4	12314400	12315.25	12315250	0.85	850															
12316.49	12316490	12317.31	12317310	0.82	820															
12320.93	12320930	12321.53	12321530	0.6	600															
12323.82	12323820	12325.48	12325480	1.66	1660															
12334.19	12334190	12335.08	12335080	0.89	890															
12337.09	12337090	12338.04	12338040	0.95	950															
12339.16	12339160	12340.07	12340070	0.91	910															
12340.87	12340870	12342.78	12342780	1.91	1910															
12344.12	12344120	12345.25	12345250	1.13	1130															
12347.9	12347900	12350.23	12350230	2.33	2330															
12351.05	12351050	12360.06	12360060	9.01	9010															
12366.4	12366400	12367.22	12367220	0.82	820															
12388.47	12388470	12389.27	12389270	0.8	800															
12397.41	12397410	12398.21	12398210	0.8	800															
12427.89	12427890	12428.7	12428700	0.81	810															
12430.45	12430450	12431.25	12431250	0.8	800															
12478.48	12478480	12480.75	12480750	2.27	2270															
12481.55	12481550	12483.77	12483770	2.22	2220															
12487.07	12487070	12489.16	12489160	2.09	2090															
12489.99	12489990	12493.9	12493900	3.91	3910															
12504.43	12504430	12506.1	12506100	1.67	1670															
12507.52	12507520	12509.11	12509110	1.59	1590															
12509.91	12509910	12512.23	12512230	2.32	2320															
12514.3	12514300	12517.84	12517840	3.54	3540															
12518.64	12518640	12519.58	12519580	0.94	940															
12520.94	12520940	12523.68	12523680	2.74	2740															
12527.61	12527610	12529.55	12529550	1.94	1940															
12536.31	12536310	12538.28	12538280	1.97	1970															
12539.09	12539090	12540.49	12540490	1.4	1400															
12543.16	12543160	12544.21	12544210	1.05	1050															
