Begin Time - ss.msec	Begin Time - msec	End Time - ss.msec	End Time - msec	Duration - ss.msec	Duration - msec	*CXN	*OLF	*NOF	*SIL	*TVF	*CXF	*MAN	*CHN	*TVN	*FAF	*MAF	*CHF	*NON	*FAN	*OLN	
32023.06	32023060	32023.87	32023870	0.81	810															
32025.12	32025120	32025.92	32025920	0.8	800															
32044.45	32044450	32045.25	32045250	0.8	800															
32047.98	32047980	32048.79	32048790	0.81	810															
32049.39	32049390	32050.86	32050860	1.47	1470															
32053.13	32053130	32053.93	32053930	0.8	800															
32056.56	32056560	32057.36	32057360	0.8	800															
32061.68	32061680	32064.12	32064120	2.44	2440															
32072.62	32072620	32073.43	32073430	0.81	810															
32075.22	32075220	32076.03	32076030	0.81	810															
32087.94	32087940	32089.67	32089670	1.73	1730															
32131.2	32131200	32132.27	32132270	1.07	1070															
32132.27	32132270	32133.27	32133270	1.0	1000															
32134.07	32134070	32135.18	32135180	1.11	1110															
32144.81	32144810	32146.25	32146250	1.44	1440															
32150.87	32150870	32152.02	32152020	1.15	1150															
32162.46	32162460	32163.65	32163650	1.19	1190															
32165.47	32165470	32166.27	32166270	0.8	800															
32173.46	32173460	32174.27	32174270	0.81	810															
32176.47	32176470	32177.31	32177310	0.84	840															
32185.72	32185720	32186.57	32186570	0.85	850															
32195.06	32195060	32195.86	32195860	0.8	800															
32198.99	32198990	32199.91	32199910	0.92	920															
32200.89	32200890	32201.69	32201690	0.8	800															
32208.55	32208550	32209.51	32209510	0.96	960															
32217.33	32217330	32218.13	32218130	0.8	800															
32229.24	32229240	32232.13	32232130	2.89	2890															
32233.19	32233190	32234.42	32234420	1.23	1230															
32235.4	32235400	32236.9	32236900	1.5	1500															
32240.09	32240090	32241.04	32241040	0.95	950															
32245.39	32245390	32246.27	32246270	0.88	880															
32247.08	32247080	32248.25	32248250	1.17	1170															
32248.25	32248250	32248.85	32248850	0.6	600															
32249.95	32249950	32250.78	32250780	0.83	830															
32254.25	32254250	32255.86	32255860	1.61	1610															
32256.77	32256770	32260.46	32260460	3.69	3690															
32279.89	32279890	32281.81	32281810	1.92	1920															
32333.51	32333510	32334.35	32334350	0.84	840															
32399.33	32399330	32400.48	32400480	1.15	1150															
32413.23	32413230	32414.29	32414290	1.06	1060															
32424.19	32424190	32425.47	32425470	1.28	1280															
32426.3	32426300	32427.27	32427270	0.97	970															
32433.61	32433610	32435.18	32435180	1.57	1570															
32445.67	32445670	32446.64	32446640	0.97	970															
32458.81	32458810	32459.64	32459640	0.83	830															
32466.4	32466400	32467.22	32467220	0.82	820															
32468.3	32468300	32469.12	32469120	0.82	820															
32479.0	32479000	32479.6	32479600	0.6	600															
32482.79	32482790	32483.89	32483890	1.1	1100															
32491.23	32491230	32492.03	32492030	0.8	800															
32532.71	32532710	32533.71	32533710	1.0	1000															
32533.71	32533710	32535.07	32535070	1.36	1360															
32557.03	32557030	32557.83	32557830	0.8	800															
32564.16	32564160	32565.53	32565530	1.37	1370															
32566.37	32566370	32567.66	32567660	1.29	1290															
32569.65	32569650	32571.56	32571560	1.91	1910															
32577.21	32577210	32578.02	32578020	0.81	810															
32606.14	32606140	32607.47	32607470	1.33	1330															
32608.3	32608300	32609.21	32609210	0.91	910															
32610.24	32610240	32610.94	32610940	0.7	700															
32612.88	32612880	32615.73	32615730	2.85	2850															
32634.78	32634780	32635.58	32635580	0.8	800															
32659.31	32659310	32660.2	32660200	0.89	890															
32661.3	32661300	32662.18	32662180	0.88	880															
32693.98	32693980	32696.25	32696250	2.27	2270															
32698.35	32698350	32699.6	32699600	1.25	1250															
32701.34	32701340	32702.3	32702300	0.96	960															
32703.77	32703770	32704.63	32704630	0.86	860															
32707.14	32707140	32708.07	32708070	0.93	930															
32709.81	32709810	32710.94	32710940	1.13	1130															
32713.94	32713940	32714.76	32714760	0.82	820															
32719.03	32719030	32719.84	32719840	0.81	810															
32739.05	32739050	32740.19	32740190	1.14	1140															
32740.19	32740190	32740.81	32740810	0.62	620															
32786.56	32786560	32787.83	32787830	1.27	1270															
32879.19	32879190	32879.99	32879990	0.8	800															
33386.96	33386960	33387.78	33387780	0.82	820															
33408.23	33408230	33409.1	33409100	0.87	870															
33440.15	33440150	33441.17	33441170	1.02	1020															
33547.37	33547370	33548.17	33548170	0.8	800															
33607.8	33607800	33608.7	33608700	0.9	900															
33717.97	33717970	33719.1	33719100	1.13	1130															
33736.02	33736020	33736.79	33736790	0.77	770															
33752.49	33752490	33753.46	33753460	0.97	970															
33754.26	33754260	33755.17	33755170	0.91	910															
33787.41	33787410	33788.21	33788210	0.8	800															
33810.63	33810630	33811.23	33811230	0.6	600															
34142.1	34142100	34143.36	34143360	1.26	1260															
34152.19	34152190	34152.99	34152990	0.8	800															
34154.57	34154570	34155.37	34155370	0.8	800															
34157.32	34157320	34158.13	34158130	0.81	810															
34274.04	34274040	34278.06	34278060	4.02	4020															
34482.14	34482140	34482.94	34482940	0.8	800															
34489.61	34489610	34490.41	34490410	0.8	800															
34603.74	34603740	34604.34	34604340	0.6	600															
34796.43	34796430	34797.04	34797040	0.61	610															
34917.03	34917030	34917.83	34917830	0.8	800															
34936.22	34936220	34937.02	34937020	0.8	800															
34944.11	34944110	34945.0	34945000	0.89	890															
36317.9	36317900	36318.7	36318700	0.8	800															
37481.87	37481870	37482.97	37482970	1.1	1100															
37484.42	37484420	37485.23	37485230	0.81	810															
37486.05	37486050	37486.85	37486850	0.8	800															
37504.3	37504300	37505.63	37505630	1.33	1330															
37509.94	37509940	37510.79	37510790	0.85	850															
37510.79	37510790	37511.69	37511690	0.9	900															
37511.69	37511690	37513.1	37513100	1.41	1410															
37513.1	37513100	37514.88	37514880	1.78	1780															
37528.93	37528930	37529.73	37529730	0.8	800															
37529.73	37529730	37530.75	37530750	1.02	1020															
37532.91	37532910	37533.71	37533710	0.8	800															
37565.16	37565160	37565.98	37565980	0.82	820															
37602.44	37602440	37603.22	37603220	0.78	780															
37609.96	37609960	37610.76	37610760	0.8	800															
37619.53	37619530	37620.33	37620330	0.8	800															
37637.56	37637560	37638.36	37638360	0.8	800															
37662.9	37662900	37664.27	37664270	1.37	1370															
38073.78	38073780	38074.78	38074780	1.0	1000															
38075.85	38075850	38076.66	38076660	0.81	810															
38078.01	38078010	38079.16	38079160	1.15	1150															
38080.54	38080540	38081.54	38081540	1.0	1000															
38082.98	38082980	38084.39	38084390	1.41	1410															
38109.28	38109280	38110.46	38110460	1.18	1180															
38122.78	38122780	38123.38	38123380	0.6	600															
38140.36	38140360	38140.96	38140960	0.6	600															
38219.25	38219250	38220.05	38220050	0.8	800															
38224.11	38224110	38225.11	38225110	1.0	1000															
38225.11	38225110	38225.91	38225910	0.8	800															
38248.04	38248040	38248.64	38248640	0.6	600															
38333.73	38333730	38334.79	38334790	1.06	1060															
38342.9	38342900	38345.08	38345080	2.18	2180															
38345.08	38345080	38345.74	38345740	0.66	660															
38357.89	38357890	38358.8	38358800	0.91	910															
38431.12	38431120	38431.96	38431960	0.84	840															
38433.02	38433020	38434.84	38434840	1.82	1820															
38441.47	38441470	38444.0	38444000	2.53	2530															
38445.0	38445000	38446.07	38446070	1.07	1070															
38447.2	38447200	38448.0	38448000	0.8	800															
38450.13	38450130	38451.38	38451380	1.25	1250															
38452.38	38452380	38455.49	38455490	3.11	3110															
38456.58	38456580	38458.37	38458370	1.79	1790															
38462.09	38462090	38465.37	38465370	3.28	3280															
38466.37	38466370	38467.25	38467250	0.88	880															
38477.15	38477150	38478.53	38478530	1.38	1380															
38497.05	38497050	38497.93	38497930	0.88	880															
38614.43	38614430	38615.03	38615030	0.6	600															
