,Action,Start,End,Duration
435,&=crying ,05:14:39.030,05:14:39.630,00:00:00.600
436,&=crying ,05:14:49.440,05:14:49.690,00:00:00.250
437,&=crying ,05:17:30.990,05:17:33.400,00:00:02.410
438,&=crying ,05:17:37.670,05:17:38.740,00:00:01.070
439,&=crying ,05:17:39.670,05:17:40.930,00:00:01.260
440,&=crying ,05:17:46.610,05:17:47.510,00:00:00.900
441,&=crying ,05:17:50.260,05:17:52.910,00:00:02.650
442,&=crying ,05:17:53.720,05:17:55.260,00:00:01.540
443,&=crying ,05:17:56.260,05:17:58.350,00:00:02.090
444,&=crying ,05:18:02.980,05:18:07.790,00:00:04.810
445,&=crying ,05:18:09.620,05:18:10.420,00:00:00.800
446,&=crying ,05:18:10.420,05:18:11.120,00:00:00.700
447,&=crying ,05:18:27.150,05:18:30.300,00:00:03.150
448,&=crying ,05:18:32.790,05:18:33.560,00:00:00.770
449,&=crying ,05:18:35.380,05:18:36.220,00:00:00.840
450,&=crying ,05:18:37.660,05:18:38.260,00:00:00.600
451,&=crying ,05:18:38.700,05:18:39.260,00:00:00.560
452,&=crying ,05:18:39.260,05:18:39.690,00:00:00.430
453,&=crying ,05:18:42.560,05:18:43.830,00:00:01.270
454,&=crying ,05:18:45.840,05:18:47.210,00:00:01.370
455,&=crying ,05:18:47.520,05:18:47.880,00:00:00.360
456,&=crying ,05:18:49.500,05:18:52.600,00:00:03.100
457,&=crying ,05:19:00.690,05:19:01.120,00:00:00.430
458,&=crying ,05:19:01.920,05:19:02.440,00:00:00.520
459,&=crying ,05:19:02.700,05:19:03.360,00:00:00.660
460,&=crying ,05:19:04.380,05:19:05.160,00:00:00.780
461,&=crying ,05:19:08.500,05:19:09.600,00:00:01.100
462,&=crying ,05:23:23.070,05:23:23.770,00:00:00.700
463,&=crying ,05:23:24.930,05:23:25.650,00:00:00.720
464,&=crying ,05:23:27.300,05:23:33.290,00:00:05.990
465,&=crying ,05:23:35.700,05:23:36.190,00:00:00.490
466,&=crying ,05:23:37.200,05:23:39.430,00:00:02.230
467,&=crying ,05:23:42.060,05:23:42.660,00:00:00.600
468,&=crying ,05:23:43.460,05:23:45.870,00:00:02.410
469,&=crying ,05:24:05.110,05:24:06.990,00:00:01.880
470,&=crying ,05:24:41.350,05:24:42.390,00:00:01.040
471,&=crying ,05:41:42.520,05:41:43.120,00:00:00.600
472,&=crying ,05:45:37.460,05:45:38.320,00:00:00.860
473,&=crying ,05:47:44.030,05:47:44.700,00:00:00.670
474,&=crying ,06:31:15.020,06:31:15.290,00:00:00.270
475,&=crying ,06:31:21.980,06:31:24.250,00:00:02.270
476,&=crying ,06:31:28.400,06:31:29.000,00:00:00.600
477,&=crying ,06:31:52.710,06:31:53.340,00:00:00.630
478,&=crying ,06:32:38.310,06:32:38.550,00:00:00.240
479,&=crying ,06:32:38.960,06:32:40.150,00:00:01.190
480,&=crying ,06:32:51.050,06:32:52.670,00:00:01.620
481,&=crying ,06:33:09.950,06:33:10.780,00:00:00.830
482,&=crying ,06:33:42.240,06:33:42.840,00:00:00.600
483,&=crying ,06:33:47.970,06:33:50.720,00:00:02.750
484,&=crying ,06:34:35.110,06:34:35.730,00:00:00.620
485,&=crying ,06:34:40.120,06:34:41.130,00:00:01.010
486,&=crying ,06:44:02.320,06:44:02.610,00:00:00.290
487,&=crying ,06:44:04.270,06:44:05.430,00:00:01.160
488,&=crying ,06:44:07.760,06:44:08.590,00:00:00.830
489,&=crying ,06:44:09.390,06:44:10.500,00:00:01.110
490,&=crying ,06:44:11.420,06:44:11.940,00:00:00.520
491,&=crying ,06:44:37.350,06:44:38.630,00:00:01.280
492,&=crying ,06:44:44.070,06:44:44.450,00:00:00.380
493,&=crying ,06:44:53.550,06:44:58.320,00:00:04.770
494,&=crying ,06:45:00.420,06:45:00.680,00:00:00.260
495,&=crying ,06:46:29.980,06:46:30.610,00:00:00.630
496,&=crying ,06:46:31.910,06:46:33.710,00:00:01.800
497,&=crying ,06:46:35.270,06:46:36.780,00:00:01.510
498,&=crying ,06:46:36.780,06:46:37.590,00:00:00.810
499,&=crying ,06:46:37.590,06:46:38.410,00:00:00.820
500,&=crying ,06:46:39.320,06:46:41.080,00:00:01.760
501,&=crying ,06:46:48.030,06:46:50.900,00:00:02.870
502,&=crying ,06:46:54.680,06:46:55.860,00:00:01.180
503,&=crying ,06:47:01.880,06:47:02.700,00:00:00.820
504,&=crying ,06:47:04.180,06:47:06.870,00:00:02.690
505,&=crying ,06:47:07.890,06:47:08.550,00:00:00.660
506,&=crying ,06:48:39.930,06:48:40.920,00:00:00.990
507,&=crying ,06:50:00.120,06:50:01.130,00:00:01.010
508,&=crying ,06:50:52.700,06:50:54.010,00:00:01.310
509,&=crying ,06:50:58.820,06:50:59.420,00:00:00.600
510,&=crying ,06:51:00.250,06:51:00.850,00:00:00.600
511,&=crying ,06:51:04.610,06:51:05.790,00:00:01.180
512,&=crying ,06:51:07.500,06:51:08.790,00:00:01.290
513,&=crying ,06:51:10.450,06:51:11.050,00:00:00.600
514,&=crying ,06:51:12.910,06:51:13.520,00:00:00.610
515,&=crying ,06:51:20.290,06:51:20.890,00:00:00.600
516,&=crying ,06:51:21.790,06:51:22.390,00:00:00.600
517,&=crying ,06:51:23.410,06:51:26.580,00:00:03.170
518,&=crying ,06:51:28.530,06:51:30.190,00:00:01.660
519,&=crying ,06:51:36.050,06:51:36.650,00:00:00.600
520,&=crying ,06:51:37.450,06:51:38.450,00:00:01.000
521,&=crying ,06:51:39.550,06:51:40.970,00:00:01.420
522,&=crying ,06:51:43.190,06:51:43.720,00:00:00.530
523,&=crying ,06:51:45.050,06:51:46.020,00:00:00.970
524,&=crying ,06:55:11.960,06:55:12.530,00:00:00.570
525,&=crying ,06:55:17.730,06:55:18.750,00:00:01.020
526,&=crying ,06:55:25.180,06:55:25.810,00:00:00.630
527,&=crying ,07:00:37.480,07:00:38.430,00:00:00.950
528,&=crying ,07:33:39.140,07:33:39.340,00:00:00.200
529,&=crying ,07:33:39.340,07:33:40.560,00:00:01.220
530,&=crying ,07:39:50.590,07:39:51.930,00:00:01.340
531,&=crying ,07:54:59.860,07:55:00.460,00:00:00.600
532,&=crying ,08:21:51.530,08:21:52.190,00:00:00.660
533,&=crying ,08:29:04.990,08:29:05.710,00:00:00.720
534,&=crying ,08:29:07.660,08:29:08.610,00:00:00.950
535,&=crying ,08:29:16.920,08:29:17.070,00:00:00.150
536,&=crying ,08:30:42.400,08:30:43.190,00:00:00.790
537,&=crying ,08:45:13.420,08:45:14.590,00:00:01.170
538,&=crying ,09:48:42.260,09:48:42.780,00:00:00.520
539,&=crying ,09:49:35.180,09:49:35.800,00:00:00.620
540,&=crying ,09:49:39.570,09:49:40.170,00:00:00.600
541,&=crying ,09:49:42.060,09:49:42.660,00:00:00.600
542,&=crying ,09:49:44.480,09:49:47.400,00:00:02.920
543,&=crying ,09:49:48.330,09:49:49.440,00:00:01.110
544,&=crying ,09:49:50.240,09:49:51.540,00:00:01.300
545,&=crying ,09:49:52.440,09:49:55.470,00:00:03.030
546,&=crying ,09:49:57.090,09:49:58.310,00:00:01.220
547,&=crying ,09:49:59.460,09:50:01.530,00:00:02.070
548,&=crying ,09:50:03.620,09:50:06.190,00:00:02.570
549,&=crying ,09:50:09.530,09:50:10.270,00:00:00.740
550,&=crying ,09:50:11.490,09:50:12.560,00:00:01.070
551,&=crying ,09:50:15.060,09:50:15.790,00:00:00.730
552,&=crying ,09:50:16.590,09:50:18.240,00:00:01.650
553,&=crying ,09:50:20.870,09:50:21.580,00:00:00.710
554,&=crying ,09:50:22.380,09:50:22.970,00:00:00.590
555,&=crying ,09:50:23.220,09:50:26.400,00:00:03.180
556,&=crying ,09:50:27.200,09:50:30.800,00:00:03.600
557,&=crying ,09:50:31.600,09:50:32.320,00:00:00.720
558,&=crying ,09:50:32.580,09:50:35.150,00:00:02.570
559,&=crying ,09:52:04.330,09:52:04.860,00:00:00.530
560,&=crying ,09:53:04.660,09:53:06.570,00:00:01.910
561,&=crying ,09:53:28.110,09:53:29.130,00:00:01.020
562,&=crying ,09:53:30.950,09:53:31.530,00:00:00.580
563,&=crying ,09:53:34.100,09:53:36.010,00:00:01.910
564,&=crying ,09:53:38.250,09:53:39.130,00:00:00.880
565,&=crying ,09:53:40.030,09:53:42.030,00:00:02.000
566,&=crying ,09:53:43.020,09:53:44.030,00:00:01.010
567,&=crying ,09:53:44.920,09:53:51.060,00:00:06.140
568,&=crying ,09:53:51.860,09:53:58.210,00:00:06.350
569,&=crying ,09:54:12.750,09:54:13.650,00:00:00.900
570,&=crying ,09:54:16.730,09:54:17.030,00:00:00.300
571,&=crying ,09:54:17.830,09:54:18.540,00:00:00.710
572,&=crying ,09:54:19.340,09:54:20.090,00:00:00.750
573,&=crying ,09:54:21.050,09:54:22.990,00:00:01.940
574,&=crying ,09:54:44.970,09:54:45.670,00:00:00.700
575,&=crying ,09:54:49.420,09:54:52.250,00:00:02.830
576,&=crying ,09:54:52.810,09:54:54.540,00:00:01.730
577,&=crying ,09:55:25.280,09:55:25.910,00:00:00.630
578,&=crying ,09:55:35.410,09:55:36.880,00:00:01.470
579,&=crying ,09:56:00.920,09:56:01.530,00:00:00.610
580,&=crying ,09:56:08.290,09:56:09.610,00:00:01.320
581,&=crying ,09:58:21.850,09:58:22.250,00:00:00.400
582,&=crying ,10:02:24.220,10:02:24.630,00:00:00.410
583,&=crying ,10:11:53.660,10:11:54.670,00:00:01.010
584,&=crying ,10:11:58.360,10:11:59.530,00:00:01.170
585,&=crying ,10:11:59.530,10:12:00.890,00:00:01.360
586,&=crying ,10:12:03.830,10:12:04.420,00:00:00.590
587,&=crying ,10:12:04.650,10:12:05.250,00:00:00.600
588,&=crying ,10:12:12.070,10:12:12.670,00:00:00.600
589,&=crying ,10:12:13.470,10:12:15.060,00:00:01.590
590,&=crying ,10:12:16.160,10:12:16.760,00:00:00.600
591,&=crying ,10:12:17.560,10:12:18.440,00:00:00.880
592,&=crying ,10:12:21.420,10:12:22.430,00:00:01.010
593,&=crying ,10:12:23.370,10:12:31.740,00:00:08.370
594,&=crying ,10:12:32.680,10:12:33.470,00:00:00.790
595,&=crying ,10:12:36.770,10:12:38.000,00:00:01.230
596,&=crying ,10:12:43.930,10:12:44.910,00:00:00.980
597,&=crying ,10:12:45.090,10:12:45.310,00:00:00.220
598,&=crying ,10:12:46.710,10:12:47.600,00:00:00.890
599,&=crying ,10:12:49.610,10:12:53.220,00:00:03.610
600,&=crying ,10:12:54.990,10:12:55.250,00:00:00.260
601,&=crying ,10:13:22.500,10:13:22.750,00:00:00.250
602,&=crying ,10:13:42.800,10:13:44.360,00:00:01.560
603,&=crying ,10:13:47.910,10:13:49.770,00:00:01.860
604,&=crying ,10:13:57.390,10:13:57.930,00:00:00.540
605,&=crying ,10:13:58.190,10:13:58.290,00:00:00.100
606,&=crying ,10:13:59.500,10:14:00.140,00:00:00.640
607,&=crying ,10:14:10.910,10:14:11.460,00:00:00.550
608,&=crying ,10:14:12.410,10:14:17.960,00:00:05.550
609,&=crying ,10:14:23.330,10:14:23.840,00:00:00.510
610,&=crying ,10:20:06.950,10:20:07.350,00:00:00.400
611,&=crying ,10:20:12.290,10:20:12.710,00:00:00.420
612,&=crying ,10:20:13.700,10:20:14.680,00:00:00.980
613,&=crying ,10:49:43.270,10:49:43.690,00:00:00.420
614,&=crying ,10:50:09.290,10:50:09.540,00:00:00.250
615,&=crying ,10:50:27.060,10:50:27.350,00:00:00.290
616,&=crying ,10:51:06.890,10:51:07.930,00:00:01.040
617,&=crying ,10:51:11.030,10:51:12.200,00:00:01.170
618,&=crying ,10:51:22.750,10:51:24.840,00:00:02.090
619,&=crying ,10:51:33.430,10:51:34.470,00:00:01.040
620,&=crying ,10:54:45.240,10:54:45.530,00:00:00.290
621,&=crying ,10:55:07.960,10:55:09.170,00:00:01.210
622,&=crying ,11:09:46.280,11:09:46.520,00:00:00.240
623,&=crying ,11:33:39.780,11:33:40.000,00:00:00.220
624,&=crying ,11:33:44.760,11:33:45.100,00:00:00.340
625,&=crying ,11:38:57.490,11:38:57.960,00:00:00.470
626,&=crying ,11:39:41.200,11:39:42.260,00:00:01.060
627,&=crying ,11:40:46.900,11:40:47.880,00:00:00.980
628,&=crying ,12:00:05.270,12:00:07.060,00:00:01.790
629,&=crying ,12:00:54.750,12:00:55.190,00:00:00.440
630,&=crying ,12:00:58.540,12:00:59.520,00:00:00.980
631,&=crying ,12:01:10.660,12:01:11.720,00:00:01.060
632,&=crying ,12:01:13.020,12:01:13.630,00:00:00.610
633,&=crying ,13:04:21.290,13:04:21.640,00:00:00.350
634,&=crying ,13:18:40.820,13:18:41.150,00:00:00.330
635,&=crying ,14:36:37.530,14:36:37.700,00:00:00.170
636,&=crying ,14:36:41.740,14:36:42.230,00:00:00.490
637,&=crying ,14:36:57.840,14:36:58.170,00:00:00.330
638,&=crying ,14:42:32.730,14:42:33.080,00:00:00.350
639,&=crying ,14:44:10.990,14:44:11.640,00:00:00.650
640,&=crying ,14:44:21.240,14:44:22.400,00:00:01.160
641,&=crying ,14:44:32.630,14:44:33.120,00:00:00.490
642,&=crying ,14:44:33.410,14:44:34.340,00:00:00.930
643,&=crying ,14:44:37.740,14:44:39.360,00:00:01.620
644,&=crying ,14:44:41.960,14:44:42.660,00:00:00.700
